job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role
Implementor / Consultant Analyst,PT PRIMA SOLUSI COMPUTINDO,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,"Rp4,5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/implementor-consultant-analyst/5375c980-87a8-4caf-bc7a-e16c1aba5930?utm_referrer=explore,5375c980-87a8-4caf-bc7a-e16c1aba5930,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,"Network, System & Database Admin",System Analyst
Engineer Security Operation Center & Threat Intellegence Analyst,PT Gerbang Sinergi Prima,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineer-security-operation-center-and-threat-intellegence-analyst/297a7cda-c78c-40f8-ba0d-ad7c93211f10?utm_referrer=explore,297a7cda-c78c-40f8-ba0d-ad7c93211f10,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",System Security
Security Analyst & Project Manager,PT Gerbang Sinergi Prima,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/security-analyst-and-project-manager/16e199d0-fa15-489e-a86b-a6f70fd2e0db?utm_referrer=explore,16e199d0-fa15-489e-a86b-a6f70fd2e0db,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",System Security
Backend Engineer (Internship),Nodewave Indonesia,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer-internship/38772e84-0a72-4084-804c-05dfa1975f24?utm_referrer=explore,38772e84-0a72-4084-804c-05dfa1975f24,internship,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Backend Development,Backend Developer
Web Developer,PT Milenial Integritas Indonesia,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/web-developer/0f063bfc-5733-4a5c-aed6-b6eb002f0146?utm_referrer=explore,0f063bfc-5733-4a5c-aed6-b6eb002f0146,part_time,Remote/Dari rumah,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Software,Web Developer
Web Developer,Bisnis Integrasi Global,"Kebon Jeruk, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/web-developer/7e67bf61-e414-44f1-ae6f-e08b6fcc7008?utm_referrer=explore,7e67bf61-e414-44f1-ae6f-e08b6fcc7008,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Web Developer
Web Developer,PT. Inovasi Mitra Sejati,"Pinang, Tangerang, Banten",Kerja di kantor,"Rp4,5jt-Rp4,6jt",https://glints.com/id/opportunities/jobs/web-developer/5a4cf0ad-9711-4430-8e0d-acc32d25077e?utm_referrer=explore,5a4cf0ad-9711-4430-8e0d-acc32d25077e,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Web Developer
Engineer,PT. Kaja Sarana Inovasi (Pro Worker),"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineer/bce6aed0-6b9a-4227-b14b-9b0766dad8cc?utm_referrer=explore,bce6aed0-6b9a-4227-b14b-9b0766dad8cc,contract,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Electronic & Semiconductor,Electrical Engineer
Staff IT,PT. Wanindo Prima,"Kalideres, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp4jt-Rp6jt,https://glints.com/id/opportunities/jobs/staff-it/9f713da0-5475-43f5-b239-1cbe236241d6?utm_referrer=explore,9f713da0-5475-43f5-b239-1cbe236241d6,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Quality Assurance Intern,Hyppe Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp1,5jt-Rp2jt",https://glints.com/id/opportunities/jobs/quality-assurance-intern/23e65487-d2fe-4e8d-a54d-5aa280dd0a85?utm_referrer=explore,23e65487-d2fe-4e8d-a54d-5aa280dd0a85,internship,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Tester
Developer Python,Kreasi Dua Konsep (2Konzept),"Senen, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp5,5jt-Rp7jt",https://glints.com/id/opportunities/jobs/developer-python/beb984aa-1a47-4761-a00d-0f2893632fb8?utm_referrer=explore,beb984aa-1a47-4761-a00d-0f2893632fb8,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Lead Security Operation Center,PT Gerbang Sinergi Prima,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/lead-security-operation-center/debad1db-0524-4853-a860-db2ef432d26a?utm_referrer=explore,debad1db-0524-4853-a860-db2ef432d26a,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",System Security
Internship Mobile Kotlin Programer,PT Qtera Mandiri,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/internship-mobile-kotlin-programer/96ebfce8-d5b3-4d01-85f6-a592450d2573?utm_referrer=explore,96ebfce8-d5b3-4d01-85f6-a592450d2573,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Mobile Development,Android Developer
Regional Sales Bandung,Madael Consult (HR Consultant),"Sumur Bandung, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/regional-sales-bandung/c228f50f-256f-4822-9cc0-ee3a27131493?utm_referrer=explore,c228f50f-256f-4822-9cc0-ee3a27131493,contract,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Technical Sales Support,Technical Sales Support
iOS Developer,PT 360 Teknologi Indonesia,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/ios-developer/56783763-bb75-4901-9c8f-833b2fc21647?utm_referrer=explore,56783763-bb75-4901-9c8f-833b2fc21647,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,iOS Developer
Full-Stack Developer,Pt Quanta Land Indonesia,"Pinang, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-developer/1c25da2f-8ff0-497d-9b0d-536498ff1a49?utm_referrer=explore,1c25da2f-8ff0-497d-9b0d-536498ff1a49,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
QA Tester,Permana Solution,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/qa-tester/cd8da426-3f85-41cd-9fb9-941069849d8c?utm_referrer=explore,cd8da426-3f85-41cd-9fb9-941069849d8c,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Tester
DWH Developer,Permana Solution,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/dwh-developer/b59e9604-6e27-427c-8d1f-31e8c10e18f0?utm_referrer=explore,b59e9604-6e27-427c-8d1f-31e8c10e18f0,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Data Entry Intern - Paid Internship,Flokq,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,"Rp1,5jt",https://glints.com/id/opportunities/jobs/data-entry-intern-paid-internship/9afb2c53-1cce-43dd-aeaa-96ccad628516?utm_referrer=explore,9afb2c53-1cce-43dd-aeaa-96ccad628516,internship,Remote/Dari rumah,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,"Network, System & Database Admin",Database Administrator
QA Internship,Youtap Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/qa-internship/0a62c2a4-c952-4700-93dc-ffb967819a98?utm_referrer=explore,0a62c2a4-c952-4700-93dc-ffb967819a98,internship,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Engineer
IT Officer,PT Rekruter Infinit Cakrawala,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-officer/265cfa5b-f5b1-4f73-888b-e842e1f411b5?utm_referrer=explore,265cfa5b-f5b1-4f73-888b-e842e1f411b5,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Operations & Technology Professionals
Platform Tech Support Internship,Legit Group,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/platform-tech-support-internship/5c6b51ba-eedc-450d-83a8-ca2e58d792d7?utm_referrer=explore,5c6b51ba-eedc-450d-83a8-ca2e58d792d7,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Junior Software Engineer
Electrician,PT Jayasakti Sukses Mandiri,"Balaraja, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/electrician/f4f4a1d2-99f3-4cf2-8c0d-a2f13c34244c?utm_referrer=explore,f4f4a1d2-99f3-4cf2-8c0d-a2f13c34244c,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Electronic & Semiconductor,Electrical Engineer
AI Engineer,Riibcoh Planet,"Alok, Sikka, Nusa Tenggara Timur",Kerja di kantor,Rp8jt-Rp10jt,https://glints.com/id/opportunities/jobs/ai-engineer/53d81c51-86b7-4f49-98c9-dfe83a4358ac?utm_referrer=explore,53d81c51-86b7-4f49-98c9-dfe83a4358ac,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
Fullstack Web Developer (Joint Development PT BKI),PT Qtasnim Digital Teknologi,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/fullstack-web-developer-joint-development-pt-bki/c7632c29-aeb9-45a0-8e40-48ba157a363d?utm_referrer=explore,c7632c29-aeb9-45a0-8e40-48ba157a363d,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Web Developer
Developer Node JS,Berijalan Yogyakarta,"Kapanewon Depok, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/developer-node-js/131cccc4-dd0a-4d2f-b534-32fa7ac03ca5?utm_referrer=explore,131cccc4-dd0a-4d2f-b534-32fa7ac03ca5,contract,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Quality Assurance,Pt Baron Biondi William,"Penjaringan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/quality-assurance/7227001a-c7ba-4bc7-8a17-9fab9153d4f9?utm_referrer=explore,7227001a-c7ba-4bc7-8a17-9fab9153d4f9,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Developer
Staff IT Support,Supermarket Bangunan Abadi,"Pondok Aren, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-it-support/6f86dd5f-233a-4a6f-a577-8ae810d7cf88?utm_referrer=explore,6f86dd5f-233a-4a6f-a577-8ae810d7cf88,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Android Developer,Cakeplabs,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,Rp4jt-Rp10jt,https://glints.com/id/opportunities/jobs/android-developer/907398d0-a9c9-4758-9fb6-d0183e35b3aa?utm_referrer=explore,907398d0-a9c9-4758-9fb6-d0183e35b3aa,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Android Developer
.Net Developer,Sanskara Sanjaya Abadi,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/net-developer/161684b7-8d72-44f0-b34b-24c9798c4e13?utm_referrer=explore,161684b7-8d72-44f0-b34b-24c9798c4e13,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
Sr Java Developer,Sanskara Sanjaya Abadi,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/sr-java-developer/978fb795-ac65-4a55-8af5-352f73855079?utm_referrer=explore,978fb795-ac65-4a55-8af5-352f73855079,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
Web Programming dan Web Admin,PT Dragon Computer and Communication,"Pademangan, Jakarta Utara, DKI Jakarta",Kerja di kantor,"Rp5,2jt-Rp6,5jt",https://glints.com/id/opportunities/jobs/web-programming-dan-web-admin/96f3a511-c8ec-4909-85ed-2294b70f9c15?utm_referrer=explore,96f3a511-c8ec-4909-85ed-2294b70f9c15,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Web Developer
Customer Maintenance WiFi Technician,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/customer-maintenance-wifi-technician/1cdfdbd0-3994-46be-b735-436a1dd68352?utm_referrer=explore,1cdfdbd0-3994-46be-b735-436a1dd68352,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Telecommunication,Wireless & RF Communication Engineer
Backend Developer,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/696491bb-9205-4334-9fef-173867a30326?utm_referrer=explore,696491bb-9205-4334-9fef-173867a30326,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Network Administrator,GlobalXtreme,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/network-administrator/54c6da77-ac0f-4312-9abb-a321a0c3c6d6?utm_referrer=explore,54c6da77-ac0f-4312-9abb-a321a0c3c6d6,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,"Network, System & Database Admin",Network Administrator
Fullstack Developer (PHP & Flutter),PT Pro Sigmaka Mandiri,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/fullstack-developer-php-and-flutter/fbae307f-8be8-448d-b63c-8631eb9f8e23?utm_referrer=explore,fbae307f-8be8-448d-b63c-8631eb9f8e23,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
Quality Assurance,PT Kilau Energi Infotama,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp4,6jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/quality-assurance/91557021-90ed-4ce8-95b5-2be5d266ff22?utm_referrer=explore,91557021-90ed-4ce8-95b5-2be5d266ff22,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,QA & Software Testing,QA Tester
Database Engineer,Ecampuz,"Mantrijeron, Yogyakarta, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/database-engineer/30005283-2cde-426d-aa15-eb50a9000dce?utm_referrer=explore,30005283-2cde-426d-aa15-eb50a9000dce,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Network, System & Database Admin",Database Administrator
IT Cyber Project Manager,Pt Linov Roket Prestasi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-cyber-project-manager/fc7f0369-110d-49e1-be46-e38ac4048084?utm_referrer=explore,fc7f0369-110d-49e1-be46-e38ac4048084,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Cyber Security
IT Database Administrator,Solway Group Asia Pacific,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-database-administrator/11248c13-485d-4400-9c8b-09a7c4161a70?utm_referrer=explore,11248c13-485d-4400-9c8b-09a7c4161a70,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
AI RESEARCHER,SMARTM2M Indonesia,"Sumur Bandung, Bandung, Jawa Barat",Kerja di kantor,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/ai-researcher/c7bdf862-9832-402c-982f-e4cf58486403?utm_referrer=explore,c7bdf862-9832-402c-982f-e4cf58486403,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
Mobile Developer,PT Kreasindo Karya Abadi,"Serpong, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/mobile-developer/b066223e-940c-4394-a324-3e68c8fc9e90?utm_referrer=explore,b066223e-940c-4394-a324-3e68c8fc9e90,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Mobile Development,Mobile Developer
IT Helpdesk,Inotal Sistema International,"Antapani, Bandung, Jawa Barat",Kerja di kantor,"Rp3,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/it-helpdesk/3ed3bc5c-b2bc-43c7-9d69-7a39025edaf6?utm_referrer=explore,3ed3bc5c-b2bc-43c7-9d69-7a39025edaf6,contract,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
CMS/Database Developer,PT Pengetahuan Tanpa Batas (Konnect),"Kembangan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Rp6jt-Rp8jt,https://glints.com/id/opportunities/jobs/cms-database-developer/0756cb4a-f555-420f-b726-8d0e99d03fe0?utm_referrer=explore,0756cb4a-f555-420f-b726-8d0e99d03fe0,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Developer
iOS Developer (Native Kotlin),PT Digital Netwerk Venture Indonesia,"Blimbing, Malang, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/ios-developer-native-kotlin/354a4740-cd27-4d22-8117-e950edde5e79?utm_referrer=explore,354a4740-cd27-4d22-8117-e950edde5e79,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,iOS Developer
iOS Developer (Native Swift),PT Digital Netwerk Venture Indonesia,"Blimbing, Malang, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/ios-developer-native-swift/8df89eec-c544-405c-a639-28637e7bc2eb?utm_referrer=explore,8df89eec-c544-405c-a639-28637e7bc2eb,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,iOS Developer
Data Scientist,Ecentrix,"Jagakarsa, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-scientist/c099d9f7-5c1e-4612-93d1-220bf986b167?utm_referrer=explore,c099d9f7-5c1e-4612-93d1-220bf986b167,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Data,Data Scientist
Software Engineer - Odoo Experienced,PT Inter Sistem Asia,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-engineer-odoo-experienced/fcd0b459-940e-4b77-959b-fcf9043cbbca?utm_referrer=explore,fcd0b459-940e-4b77-959b-fcf9043cbbca,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
