job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role
CCTV Technician,Atlas Beach Fest Bali,"Kuta Utara, Badung, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/cctv-technician/142fa8bd-6f78-45a7-a443-75ea09f75f69?utm_referrer=explore,142fa8bd-6f78-45a7-a443-75ea09f75f69,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Technical Sales Support,Technical Support Engineer
Frontend Engineer,Cooderu,"Cisauk, Tangerang, Banten",Kerja di kantor,Rp7jt-Rp12jt,https://glints.com/id/opportunities/jobs/frontend-engineer/d79a3025-6b8c-42c5-ba16-39bc9fbdbc76?utm_referrer=explore,d79a3025-6b8c-42c5-ba16-39bc9fbdbc76,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Frontend Development,Frontend Engineer
Automation Engineer,IWW KINETIK ENERGY,"Batu Aji, Batam, Kepulauan Riau",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/automation-engineer/a4f026b1-54cf-4337-85d0-a1618ef5a621?utm_referrer=explore,a4f026b1-54cf-4337-85d0-a1618ef5a621,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Hardware Development,Automation Engineer
Frontend Developer,Pt Wowrack Indonesia,"Genteng, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/frontend-developer/e0ab0d6b-42e2-4b12-9556-596e6e499037?utm_referrer=explore,e0ab0d6b-42e2-4b12-9556-596e6e499037,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Frontend Development,Frontend Engineer
Backend Developer,Pt Wowrack Indonesia,"Genteng, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-developer/ce9b36dc-fa04-485e-802c-edc3c70fcc6e?utm_referrer=explore,ce9b36dc-fa04-485e-802c-edc3c70fcc6e,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Backend Development,Backend Developer
Cyber Security Analyst,Pt Wowrack Indonesia,"Genteng, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/cyber-security-analyst/4076c315-bb36-4ace-b0e3-2344a5664413?utm_referrer=explore,4076c315-bb36-4ace-b0e3-2344a5664413,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",Security Engineer
Frontend Engineer,EMBLEM OF STRENGTH & COURAGE TECHNOLOGY PTE. LTD,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/frontend-engineer/bc7eea18-a75e-418d-a5cf-54a0d3d36445?utm_referrer=explore,bc7eea18-a75e-418d-a5cf-54a0d3d36445,full_time,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Frontend Development,Frontend Engineer
Data Analyst,EMBLEM OF STRENGTH & COURAGE TECHNOLOGY PTE. LTD,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/data-analyst/452e07dc-5d65-445d-aea1-acfe65b6ac7f?utm_referrer=explore,452e07dc-5d65-445d-aea1-acfe65b6ac7f,full_time,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Data,Data Analyst
FULLTIME - GENEALOGY SCOTLAND DATA ENTRY OPERATOR,Pt Data Media Kreasi,"Sukun, Malang, Jawa Timur",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/fulltime-genealogy-scotland-data-entry-operator/f4de8a71-f31a-4e94-92fc-268fda1b7381?utm_referrer=explore,f4de8a71-f31a-4e94-92fc-268fda1b7381,full_time,Remote/Dari rumah,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Data,Data Entry
Backend Developer,PT. Aigen Global Teknologi,"Ciputat, Tangerang Selatan, Banten",Kerja di kantor,Rp5jt-Rp7jt,https://glints.com/id/opportunities/jobs/backend-developer/8561c500-4b19-4f18-bb13-1df0213d909f?utm_referrer=explore,8561c500-4b19-4f18-bb13-1df0213d909f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Senior Fullstack Developer,PT. Aigen Global Teknologi,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp20jt-Rp30jt,https://glints.com/id/opportunities/jobs/senior-fullstack-developer/bd4f6ef1-97cf-49fe-8535-4c9eca530063?utm_referrer=explore,bd4f6ef1-97cf-49fe-8535-4c9eca530063,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Full Stack Engineer
PARTTIME - GENEALOGY SCOTLAND DATA ENTRY OPERATOR,Pt Data Media Kreasi,"Sukun, Malang, Jawa Timur",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/parttime-genealogy-scotland-data-entry-operator/12ef0e9a-c510-4cc2-a09e-6116668e23c9?utm_referrer=explore,12ef0e9a-c510-4cc2-a09e-6116668e23c9,part_time,Remote/Dari rumah,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Data,Data Entry
Tech Project Manager,PT. Barrans Global Mandiri,"Margaasih, Bandung, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/tech-project-manager/e941fd48-27fd-4271-88d8-9b176d519e79?utm_referrer=explore,e941fd48-27fd-4271-88d8-9b176d519e79,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
IT Programmer,Globalindo Group,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-programmer/cc6acd20-7bed-482e-8238-561c4f751a34?utm_referrer=explore,cc6acd20-7bed-482e-8238-561c4f751a34,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Software Engineer,PT. Solusi Kode Indonesia,"Ciputat, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-engineer/58288739-008c-4248-8d51-c85d401fb73b?utm_referrer=explore,58288739-008c-4248-8d51-c85d401fb73b,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Engineer
IT Coordinator,PT. EASYBOOK TEKNOLOGI INDONESIA,"Denpasar Barat, Denpasar, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-coordinator/4ae29ba9-70ab-4daf-9c81-6804c8229ddd?utm_referrer=explore,4ae29ba9-70ab-4daf-9c81-6804c8229ddd,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Junior Engineer,PT. SATNETCOM,"Lawang Kidul, Muara Enim, Sumatera Selatan",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/junior-engineer/d242e0c0-5ea7-4700-9263-03ac24312d91?utm_referrer=explore,d242e0c0-5ea7-4700-9263-03ac24312d91,contract,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Field Application Engineer
Infrastructure and Cloud Engineer,AsiaQuest Indonesia,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/infrastructure-and-cloud-engineer/597175c2-b459-419f-9345-6aa64ab953ef?utm_referrer=explore,597175c2-b459-419f-9345-6aa64ab953ef,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Cloud Engineer
SOFTWARE DEVELOPMENT,PT Softorb Technology Indonesia,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-development/70218d15-77db-488a-a804-a65501655085?utm_referrer=explore,70218d15-77db-488a-a804-a65501655085,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
Engineer on Site,PT Varnion Technology Semesta,"Gajah Mungkur, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/engineer-on-site/fa8cd99b-1fe1-49ab-b37f-de6755f825c7?utm_referrer=explore,fa8cd99b-1fe1-49ab-b37f-de6755f825c7,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Network, System & Database Admin",Network Engineer
Fullstack Developer (Placement in Philippines),SkyTech Solutions Inc,"Cengkareng, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/fullstack-developer-placement-in-philippines/b6ff7376-d9b9-44cd-9a9d-e4e8e47c28fa?utm_referrer=explore,b6ff7376-d9b9-44cd-9a9d-e4e8e47c28fa,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
ICT Teacher,Global Islamic School 3,"Kapanewon Depok, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/ict-teacher/37aa0043-a98e-4306-b62a-0af090ae41d4?utm_referrer=explore,37aa0043-a98e-4306-b62a-0af090ae41d4,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
Data Scientist,PT. Fortech Indotama,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-scientist/c4205a81-3727-46b0-804d-bdc47ed567c2?utm_referrer=explore,c4205a81-3727-46b0-804d-bdc47ed567c2,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Scientist
IT Manager,Pt. Alvindo Catur Sentosa,"Grogol Petamburan, Jakarta Barat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-manager/f507fe6d-7666-408c-bd0f-c5eeedbb3931?utm_referrer=explore,f507fe6d-7666-408c-bd0f-c5eeedbb3931,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,AR & VR Engineer
Software Engineer (Kontrak Freelance atau Paruh-Waktu),Chatbiz,"Coblong, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/software-engineer-kontrak-freelance-atau-paruh-waktu/c9c0c1f5-29c3-4c78-8119-2f9c34e70b9d?utm_referrer=explore,c9c0c1f5-29c3-4c78-8119-2f9c34e70b9d,part_time,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Software Engineer
Pre Sales Engineer,PT. Infotech Digital System,"Sawah Besar, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp8jt,https://glints.com/id/opportunities/jobs/pre-sales-engineer/9165d5cd-8269-4a34-b07a-ea8ae4f6be1f?utm_referrer=explore,9165d5cd-8269-4a34-b07a-ea8ae4f6be1f,contract,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Technical Sales Support,Technical Support Engineer
Data Analyst,PT Bintang Gelora Sejahtera,"Kapanewon Depok, Sleman, DI Yogyakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/data-analyst/67d57fd2-3f8f-41db-bdcb-5fd12f290be8?utm_referrer=explore,67d57fd2-3f8f-41db-bdcb-5fd12f290be8,full_time,Remote/Dari rumah,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Analyst
Full Stack Engineer,Sunarisa Speaking School,"Penjaringan, Jakarta Utara, DKI Jakarta",Remote/Dari rumah,Rp1jt-Rp3jt,https://glints.com/id/opportunities/jobs/full-stack-engineer/ef16162f-fb56-45e2-a48b-520165e57916?utm_referrer=explore,ef16162f-fb56-45e2-a48b-520165e57916,part_time,Remote/Dari rumah,Minimal Sarjana (S1),PHP,Computer & Information Technology,Software,Full Stack Engineer
QA Automation,Rakamin Academy,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/qa-automation/32f75ecb-780d-4825-9bcb-053c2e263dcf?utm_referrer=explore,32f75ecb-780d-4825-9bcb-053c2e263dcf,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Tester
Magang Teknisi Komputer,PT. SUKSES KOMPUTINDO ABADI,"Bogor Selatan, Bogor, Jawa Barat",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/magang-teknisi-komputer/e27c682d-2cad-47fd-a00d-298e46165865?utm_referrer=explore,e27c682d-2cad-47fd-a00d-298e46165865,internship,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Other Technical Positions
IT Infrastructure Engineer,PT SINERGI INFORMATIKA SEMEN INDONESIA,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp6,5jt-Rp8jt",https://glints.com/id/opportunities/jobs/it-infrastructure-engineer/cca08952-7d18-460f-875f-32be81ca8d92?utm_referrer=explore,cca08952-7d18-460f-875f-32be81ca8d92,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
QA Engineer Katalon,Sagara Technology,"Pancoran Mas, Depok, Jawa Barat",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/qa-engineer-katalon/d3e84deb-9436-4719-bd4a-c311905fac27?utm_referrer=explore,d3e84deb-9436-4719-bd4a-c311905fac27,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Engineer
IT Support,CV Crystal,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/5027a99d-2c34-4f5c-b5cd-f5a0c0a39e58?utm_referrer=explore,5027a99d-2c34-4f5c-b5cd-f5a0c0a39e58,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Technical Engineer (Teknisi),PT Geo Tekno Globalindo (geotrack),"Kelapa Gading, Jakarta Utara, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/technical-engineer-teknisi/69234830-0127-41aa-ab49-cb045da92f4d?utm_referrer=explore,69234830-0127-41aa-ab49-cb045da92f4d,full_time,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Field Application Engineer
Staff Senior IT,PT Arion Paramita Holding Company,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/staff-senior-it/4820cfe5-7416-4c9e-82a8-d8a20dec1852?utm_referrer=explore,4820cfe5-7416-4c9e-82a8-d8a20dec1852,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Operations & Technology Professionals
IT Leader,PT.Ketrosden Triasmitra,"Jatinegara, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-leader/23ac9793-f0f5-4f05-8ebf-6d8bdbbb7693?utm_referrer=explore,23ac9793-f0f5-4f05-8ebf-6d8bdbbb7693,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
R&D Electronic Engineer,PT. Harapan Energie Indonesia,"Pinang, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/r-and-d-electronic-engineer/0dc4e993-5fd9-4d87-af4e-930987273187?utm_referrer=explore,0dc4e993-5fd9-4d87-af4e-930987273187,full_time,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Power BI Developer,Kreasi Dua Konsep (2Konzept),"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/power-bi-developer/37126265-8664-4499-8e59-a52a1d4ba901?utm_referrer=explore,37126265-8664-4499-8e59-a52a1d4ba901,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Technical Support,Lunapos.id,"Tembalang, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/technical-support/9a5acdbe-c777-43a2-b421-0ff404ab3118?utm_referrer=explore,9a5acdbe-c777-43a2-b421-0ff404ab3118,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Technical Sales Support,Technical Support Engineer
Frontend Engineer,Kawan Kerja,"Bandung Wetan, Bandung, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/frontend-engineer/e3ef994b-d9e4-4af2-8f50-23fa25d3a4aa?utm_referrer=explore,e3ef994b-d9e4-4af2-8f50-23fa25d3a4aa,internship,Remote/Dari rumah,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Frontend Development,Frontend Engineer
Network Security Engineer On-Site,PT Sembrani Siber Solusindo,"Kemayoran, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/network-security-engineer-on-site/74fc16be-749c-4930-8f04-f4384376c2f2?utm_referrer=explore,74fc16be-749c-4930-8f04-f4384376c2f2,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,"Network, System & Database Admin",Network Engineer
Full Stack Web Developer,YPN Karangturi,"Tugu, Semarang, Jawa Tengah",Kerja di kantor,"Rp3jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/full-stack-web-developer/ae252b0b-7a19-4f7f-9ea9-a9335146aefa?utm_referrer=explore,ae252b0b-7a19-4f7f-9ea9-a9335146aefa,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Web Developer
IT Support (Teknisi Komputer dan Jaringan),YPN Karangturi,"Tugu, Semarang, Jawa Tengah",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support-teknisi-komputer-dan-jaringan/37c282e4-651a-484b-9c02-0cf8bc1122c2?utm_referrer=explore,37c282e4-651a-484b-9c02-0cf8bc1122c2,full_time,Kerja di kantor,Minimal SMA/SMK,Router Configuration,Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
UI/UX Designer,Mengantar Karya Bangsa,"Lowokwaru, Malang, Jawa Timur",Remote/Dari rumah,Rp8jt-Rp10jt,https://glints.com/id/opportunities/jobs/ui-ux-designer/158091c9-0332-48af-ada6-a130f03da6dc?utm_referrer=explore,158091c9-0332-48af-ada6-a130f03da6dc,full_time,Remote/Dari rumah,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Admin Hybrid,PT Tekno Mandiri Abadi,"Denpasar Selatan, Denpasar, Bali",Kerja di kantor,"Rp2,9jt-Rp3jt",https://glints.com/id/opportunities/jobs/admin-hybrid/acbeb7fc-1152-45a5-a604-8079858ed08c?utm_referrer=explore,acbeb7fc-1152-45a5-a604-8079858ed08c,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,"Network, System & Database Admin",System Administrator
Programmer,Lafaso,"Kelapa Dua, Tangerang, Banten",Kerja di kantor,Rp5jt-Rp20jt,https://glints.com/id/opportunities/jobs/programmer/45f863b6-1e71-4f1d-988f-e83170cd4fbd?utm_referrer=explore,45f863b6-1e71-4f1d-988f-e83170cd4fbd,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
Teknisi,PT Tekno Mandiri Abadi,"Denpasar Barat, Denpasar, Bali",Kerja di kantor,"Rp2,8jt-Rp2,9jt",https://glints.com/id/opportunities/jobs/teknisi/7ccfa201-2e22-43c9-973d-c122c3dc35f3?utm_referrer=explore,7ccfa201-2e22-43c9-973d-c122c3dc35f3,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Technical Sales Support,Technical Support Engineer
IT Support,Klinik Utama Lips,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/76d3a24f-60c0-48c8-aba8-652e11328661?utm_referrer=explore,76d3a24f-60c0-48c8-aba8-652e11328661,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
IT Support (Gresik Tuban Tonasa Rembang Padang),PT SINERGI INFORMATIKA SEMEN INDONESIA,"Rembang, Rembang, Jawa Tengah",Kerja di kantor,"Rp4,1jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/it-support-gresik-tuban-tonasa-rembang-padang/a898ee67-3fb4-4ff7-ac7f-ea2160fa715b?utm_referrer=explore,a898ee67-3fb4-4ff7-ac7f-ea2160fa715b,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Customer Engineer (Pamekas),PT Kinarya Alihdaya Mandiri,"Pamekasan, Pamekasan, Jawa Timur",Kerja di kantor,"Rp4,2jt-Rp6jt",https://glints.com/id/opportunities/jobs/customer-engineer-pamekas/4267c554-ba01-4552-aeb1-5be6b9554a9e?utm_referrer=explore,4267c554-ba01-4552-aeb1-5be6b9554a9e,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Customer Engineer (Cirebon),PT Kinarya Alihdaya Mandiri,"Harjamukti, Cirebon, Jawa Barat",Kerja di kantor,"Rp4,2jt-Rp6jt",https://glints.com/id/opportunities/jobs/customer-engineer-cirebon/f7e0ac8a-de85-4593-95ce-05d50ec284be?utm_referrer=explore,f7e0ac8a-de85-4593-95ce-05d50ec284be,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Customer Engineer (Indramayu),PT Kinarya Alihdaya Mandiri,"Indramayu, Indramayu, Jawa Barat",Kerja di kantor,"Rp4,2jt-Rp6jt",https://glints.com/id/opportunities/jobs/customer-engineer-indramayu/b26decfa-2b7a-4107-9cca-f0cdcaf81167?utm_referrer=explore,b26decfa-2b7a-4107-9cca-f0cdcaf81167,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Customer Engineer (Muara Bungo),PT Kinarya Alihdaya Mandiri,"Bungo Dani, Bungo, Jambi",Kerja di kantor,"Rp4,2jt-Rp6jt",https://glints.com/id/opportunities/jobs/customer-engineer-muara-bungo/dc807e9e-310d-417d-8ce1-7942de5047af?utm_referrer=explore,dc807e9e-310d-417d-8ce1-7942de5047af,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Customer Engineer (Lahat),PT Kinarya Alihdaya Mandiri,"Kotolahat, Lahat, Sumatera Selatan",Kerja di kantor,"Rp4,2jt-Rp6jt",https://glints.com/id/opportunities/jobs/customer-engineer-lahat/1cd9ec21-66d4-447d-95b2-1081577db9c8?utm_referrer=explore,1cd9ec21-66d4-447d-95b2-1081577db9c8,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Java Developer,Qode World,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/java-developer/3ba8f101-6f9a-49b4-a839-6fb9c185352b?utm_referrer=explore,3ba8f101-6f9a-49b4-a839-6fb9c185352b,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Java Developer
Quality Assurance Internship,PT. Folarium Innotek Indonesia,"Jagakarsa, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp600rb-Rp1,6jt",https://glints.com/id/opportunities/jobs/quality-assurance-internship/dfe54c23-ba7d-4613-ac19-21b2fbe50ca1?utm_referrer=explore,dfe54c23-ba7d-4613-ac19-21b2fbe50ca1,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Programmer Web & Aplikasi,PT Bedev Development Technology,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,Rp2jt-Rp4jt,https://glints.com/id/opportunities/jobs/programmer-web-and-aplikasi/0659fba8-592e-4d34-99d3-e33629ff6c03?utm_referrer=explore,0659fba8-592e-4d34-99d3-e33629ff6c03,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Software,Programmer
Host/Public Speaker,PT. Skyverse Digital Aset,"Denpasar Utara, Denpasar, Bali",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/host-public-speaker/be3dbe8a-89e0-45db-995d-d3e443bff1a8?utm_referrer=explore,be3dbe8a-89e0-45db-995d-d3e443bff1a8,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Senior Java Springboot Programmer,Inotal Sistema International,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp12jt-Rp20jt,https://glints.com/id/opportunities/jobs/senior-java-springboot-programmer/ba9a85af-0115-4e44-9583-17b49e8ac631?utm_referrer=explore,ba9a85af-0115-4e44-9583-17b49e8ac631,contract,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Computer Programmer
AI DevOps Engineer,Madebyhumans,"Kembangan, Jakarta Barat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/ai-devops-engineer/4ce36c55-339c-4396-bdc6-09281d93535e?utm_referrer=explore,4ce36c55-339c-4396-bdc6-09281d93535e,full_time,Remote/Dari rumah,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
AI Engineer (LLM & Stable Diffusion),Madebyhumans,"Kembangan, Jakarta Barat, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/ai-engineer-llm-and-stable-diffusion/c17d9e79-b742-423d-972d-291d9b410381?utm_referrer=explore,c17d9e79-b742-423d-972d-291d9b410381,full_time,Remote/Dari rumah,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
BT Application Developer,SOHO Global Health,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/bt-application-developer/bd1e68b0-d43e-451b-91a0-bf0e9aec453f?utm_referrer=explore,bd1e68b0-d43e-451b-91a0-bf0e9aec453f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Developer
