,job_title,company_name,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,sub_category,role,scrapped_date,district,city,province
63,Devlead Backend,PT. Barrans Global Mandiri,Rp7jt-Rp12jt,"Quarkus,Springboot,Java",https://glints.com/id/opportunities/jobs/devlead-backend/052ed486-ef92-410f-a720-679a90636895?utm_referrer=explore,052ed486-ef92-410f-a720-679a90636895,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Menteng, Jakarta Pusat, DKI Jakarta
64,iOS Developer,PT. Transcosmos Indonesia,Rp5jt-Rp9jt,"Microsoft Office,Swift,iOS Development",https://glints.com/id/opportunities/jobs/ios-developer/00771369-97e5-4521-b196-d39101d7ce3c?utm_referrer=explore,00771369-97e5-4521-b196-d39101d7ce3c,contract,onsite,1-3,Diploma,Mobile Development,iOS Developer,4/3/2024,Gajah Mungkur, Semarang, Jawa Tengah
65,Teknisi Elektronik,PT JOVANINDO ANUGRAH PERKASA MANDIRI,-,"Hardware Engineering,Software Engineering,Automotive Engineering",https://glints.com/id/opportunities/jobs/teknisi-elektronik/6a06e8ed-a619-4a10-8426-8e598e80acc0?utm_referrer=explore,6a06e8ed-a619-4a10-8426-8e598e80acc0,full_time,onsite,3-5,Diploma,Electronic & Semiconductor,Electronics Technician,4/3/2024,Bojongloa Kidul, Bandung, Jawa Barat
66,Mobile Developer,Mostrans Global Digilog,-,"Nodejs,GraphQL,PostgreSQL,GIT,Java & Kotlin,React Native",https://glints.com/id/opportunities/jobs/mobile-developer/26b24bb1-fd18-4fff-aa26-404afd597fa4?utm_referrer=explore,26b24bb1-fd18-4fff-aa26-404afd597fa4,full_time,onsite,<1,Sarjana,Mobile Development,Mobile Developer,4/3/2024,Pulogadung, Jakarta Timur, DKI Jakarta
67,IT Backend Developer,PCS Payment,"Rp6,5jt-Rp9,5jt","Back-End Web Development,Vue.js,IT Management,MySQL,IT Service Management,Laravel,Golang",https://glints.com/id/opportunities/jobs/it-backend-developer/1afaeabd-4441-4f8b-abce-007285ce8c94?utm_referrer=explore,1afaeabd-4441-4f8b-abce-007285ce8c94,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Tangerang, Tangerang, Banten
68,Full Stack Developer Internship,SwipeRx,-,"TypeScript,JavaScript,MongoDB,Node.js,CSS3,MySQL,HTML5",https://glints.com/id/opportunities/jobs/full-stack-developer-internship/558c8111-6538-44d5-b6d8-133f10c48d2c?utm_referrer=explore,558c8111-6538-44d5-b6d8-133f10c48d2c,internship,remote,<1,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
69,Android Developer,PT. Transcosmos Indonesia,"Rp6,5jt-Rp9jt","Flutter,Mvvm,Kotlin,Java,Model-View-Controller (MVC)",https://glints.com/id/opportunities/jobs/android-developer/7dab01d9-d856-412f-bb65-fce30109c4ce?utm_referrer=explore,7dab01d9-d856-412f-bb65-fce30109c4ce,contract,remote,1-3,Sarjana,Mobile Development,Android Developer,4/3/2024,Gajah Mungkur, Semarang, Jawa Tengah
70,Admin IT,PT. Kasyasindo Megah Perkasa,"Rp5jt-Rp6,5jt","Computer Science,Microsoft Excel,Computer Networking",https://glints.com/id/opportunities/jobs/admin-it/d9b0ca60-4537-4016-a088-699bc5c71af1?utm_referrer=explore,d9b0ca60-4537-4016-a088-699bc5c71af1,contract,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
71,Account Receivable Intern,PT Solusi Sinergi Digital Tbk (Surge),Rp1jt-Rp1jt,"Microsoft Excel,Teamwork,Accounting",https://glints.com/id/opportunities/jobs/account-receivable-intern/f1592641-6656-4361-a75e-332d00748dfa?utm_referrer=explore,f1592641-6656-4361-a75e-332d00748dfa,internship,onsite,<1,Sarjana,Finance & Accounting,Account Receivable,4/3/2024,Cilandak, Jakarta Selatan, DKI Jakarta
72,Staff Engineer,PT. Nifa Persada Teknindo,-,"Microsoft Office,Surveying,Analytical Skills,Positive Attitude,Problem Solving Skills,Time Management",https://glints.com/id/opportunities/jobs/staff-engineer/0ebe6bf7-1c03-4c8d-a883-05377f730a50?utm_referrer=explore,0ebe6bf7-1c03-4c8d-a883-05377f730a50,full_time,onsite,1-3,Diploma,Software,Staff Engineer,4/3/2024,Cibinong, Bogor, Jawa Barat
73,IT and Operational,Pt. Asia Pelangi Remiten,"Rp5,5jt-Rp65jt","IT Security,Critical Thinking,Problem Solving Skills",https://glints.com/id/opportunities/jobs/it-and-operational/32c3cf4d-7010-4653-89ba-6b04a9f55230?utm_referrer=explore,32c3cf4d-7010-4653-89ba-6b04a9f55230,full_time,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Jagakarsa, Jakarta Selatan, DKI Jakarta
74,Software Quality Control,PT Bawana Margatama,Rp5jt-Rp7jt,"Software Quality Assurance,Software Testing,Katalon",https://glints.com/id/opportunities/jobs/software-quality-control/e7dfffa7-46f6-4492-9597-5760c1b15c0d?utm_referrer=explore,e7dfffa7-46f6-4492-9597-5760c1b15c0d,full_time,onsite,1-3,Diploma,QA & Software Testing,QA Tester,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
75,PRESALE CCTV,PT Onesia Nusantara Evolusi,Rp4jt-Rp6jt,"IT Service Management,Communication Skills,IT Security",https://glints.com/id/opportunities/jobs/presale-cctv/5150622b-2e23-4bad-8c95-130f6156c430?utm_referrer=explore,5150622b-2e23-4bad-8c95-130f6156c430,full_time,onsite,1-3,Diploma,Technical Sales Support,Technical Support Engineer,4/3/2024,Kalideres, Jakarta Barat, DKI Jakarta
76,Frontend Developer,PT Juke Solusi Teknologi,-,"Node Js,React Native,HTML5",https://glints.com/id/opportunities/jobs/front-end-developer/7e440086-25ff-46f7-870d-8817b39516e8?utm_referrer=explore,7e440086-25ff-46f7-870d-8817b39516e8,full_time,onsite,3-5,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Cempaka Putih, Jakarta Pusat, DKI Jakarta
77,Field Engineering (Penempatan Yogyakarta),PT Union Routelink Communication,"Rp2,2jt-Rp2,3jt","Microsoft Office,Wireless Networking,Google Earth",https://glints.com/id/opportunities/jobs/field-engineering-penempatan-yogyakarta/059971ec-d498-4df5-a442-c7bc4d060386?utm_referrer=explore,059971ec-d498-4df5-a442-c7bc4d060386,contract,onsite,<1,SMA/SMK,Telecommunication,Wireless & RF Communication Engineer,4/3/2024,Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta
78,Full-stack Web Developer,wonderworxs,-,"Website Management,Wordpress Sites,Software Development,Back-End Web Development,Web Design,Webpack,Shopify Sites,Responsive Web Design,Web Analytics",https://glints.com/id/opportunities/jobs/full-stack-web-developer/7cb97e02-38d1-4e5e-a60d-090bde06f59b?utm_referrer=explore,7cb97e02-38d1-4e5e-a60d-090bde06f59b,full_time,remote,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Denpasar Utara, Denpasar, Bali
79,Frontend Engineer,Jakmall.com,Rp7jt-Rp17jt,"Docker,Frontend Development,Next.js,JavaScript,Software Engineering,React.js,Ui/uix Design,Stylus,Vue.js,GIT",https://glints.com/id/opportunities/jobs/frontend-engineer/60669afb-9b0b-4f72-ad7c-762eb5aa4dbc?utm_referrer=explore,60669afb-9b0b-4f72-ad7c-762eb5aa4dbc,full_time,remote,1-3,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
80,Frontend Developer,PT Hacaca Central Logistics,Rp5jt-Rp7jt,"Node.js,JavaScript,REST API",https://glints.com/id/opportunities/jobs/front-end-developer/fb4f952d-b7b7-49ec-95d2-678b962007be?utm_referrer=explore,fb4f952d-b7b7-49ec-95d2-678b962007be,full_time,onsite,1-3,Sarjana,Frontend Development,Frontend Developer,4/3/2024,Tarumajaya, Bekasi, Jawa Barat
81,Planner,PT. KARYA ABADI INDOTECH,-,"Microsoft Office,Working under pressure,Negotiation Skills,Strong Communication Skills,Time Management,Teamwork",https://glints.com/id/opportunities/jobs/planner/e8d8966e-0fc3-4e97-987f-19652155bce7?utm_referrer=explore,e8d8966e-0fc3-4e97-987f-19652155bce7,contract,onsite,1-3,Sarjana,Software,Staff Engineer,4/3/2024,Muara Enim, Muara Enim, Sumatera Selatan
82,Software Engineer,Talenesia,-,"Develop Webiste,Rpl,Website Security,Software Engineering,Perkembangan Tools,PCB Design,Membuat Apilkasi,Canva Design,Pemograman,Konsep Bisnis",https://glints.com/id/opportunities/jobs/software-engineer/79073077-13ee-4bb4-8b73-61f88f7fe21a?utm_referrer=explore,79073077-13ee-4bb4-8b73-61f88f7fe21a,part_time,onsite,1-3,Sarjana,Software,Software Engineer,4/3/2024,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
83,Project Manager,PT. Solusi Teknologi Nusantara (Nusantech),-,"IT Project Management,Project Management,Project Coordination,Project Planning",https://glints.com/id/opportunities/jobs/project-manager/93d195f8-262f-4520-83d4-be87e8a0c6d5?utm_referrer=explore,93d195f8-262f-4520-83d4-be87e8a0c6d5,contract,onsite,1-3,Sarjana,Telecommunication,Communication Project Manager,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
84,IT Crew (IT Support/Technician),The Legend KTV Plaza Festival,-,"Information Technology,Teamwork,Technology",https://glints.com/id/opportunities/jobs/it-crew-it-support-technician/0f528dcc-64d2-49ac-b68d-213d62fcee20?utm_referrer=explore,0f528dcc-64d2-49ac-b68d-213d62fcee20,full_time,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
85,Software Tester,YouApp,Rp4jt-Rp6jt,"QA Automation,Dart,SDLC,JavaScript,TypeScript",https://glints.com/id/opportunities/jobs/software-tester/b1c9eb37-2b70-462f-88aa-74ac2dc0226c?utm_referrer=explore,b1c9eb37-2b70-462f-88aa-74ac2dc0226c,full_time,onsite,3-5,SMA/SMK,QA & Software Testing,QA Tester,4/3/2024,Candisari, Semarang, Jawa Tengah
86,IT Infra Operations XL,PT. Duta Generasi Mandiri,"Rp6jt-Rp6,5jt","Teamwork,IT Infrastructure Management,Microsoft Office",https://glints.com/id/opportunities/jobs/it-infra-operations-xl/a6b3858a-4da3-4bb5-93cf-8d175c70cf54?utm_referrer=explore,a6b3858a-4da3-4bb5-93cf-8d175c70cf54,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",Operations & Technology Professionals,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
87,IT Network & Support,PT. Duta Generasi Mandiri,-,"Router Configuration,Computer Networking,Microsoft SQL Server",https://glints.com/id/opportunities/jobs/it-network-and-support/ecafd09d-e534-4102-9f0e-19edaa8ef85a?utm_referrer=explore,ecafd09d-e534-4102-9f0e-19edaa8ef85a,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Kuta, Badung, Bali
88,Customer Service & Technical Support Staff,PT ADIDAYA RISET INSTRUMEN INDONESIA,-,"Analytical Skills,Problem Solving Skills,Teamwork",https://glints.com/id/opportunities/jobs/customer-service-and-technical-support-staff/3a7c1255-34b1-46c8-94c6-f77c33ad9734?utm_referrer=explore,3a7c1255-34b1-46c8-94c6-f77c33ad9734,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support","IT Technical Support",4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
89,Backend Developer,PT Indonesia Satu Tujuh Group,Rp7jt-Rp10jt,"Software Development,Back-End Web Development,Web Development",https://glints.com/id/opportunities/jobs/backend-developer/102c4e2b-09dc-4217-a435-c345956369b8?utm_referrer=explore,102c4e2b-09dc-4217-a435-c345956369b8,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Pesanggrahan, Jakarta Selatan, DKI Jakarta
90,Frontend Engineer (Surabaya),VocaGame,-,"GIT,Web Development,Frontend Development,React.js",https://glints.com/id/opportunities/jobs/frontend-engineer-surabaya/62a0ba57-c237-40d0-9551-614618f755a3?utm_referrer=explore,62a0ba57-c237-40d0-9551-614618f755a3,full_time,onsite,1-3,SMA/SMK,Frontend Development,Frontend Engineer,4/3/2024,Dukuh Pakis, Surabaya, Jawa Timur
91,Java Developer,PT Pro Sigmaka Mandiri,-,"Spring Framework,Java,Model-View-Controller (MVC)",https://glints.com/id/opportunities/jobs/java-developer/1ffeb954-11ef-4dfc-9bd3-0315279430d2?utm_referrer=explore,1ffeb954-11ef-4dfc-9bd3-0315279430d2,contract,onsite,1-3,Sarjana,Backend Development,Java Developer,4/3/2024,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
92,Senior Backend Developer (ROR),PT Indo Cipta Daya,Rp10jt-Rp17jt,"Amazon Web Services (AWS),Ruby on Rails,PostgreSQL",https://glints.com/id/opportunities/jobs/senior-backend-developer-ror/3a920b52-5113-4a6a-bb33-8c7ff0c72580?utm_referrer=explore,3a920b52-5113-4a6a-bb33-8c7ff0c72580,contract,onsite,3-5,Sarjana,Backend Development,ROR Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
93,Frontend Engineer (Nuxt 3),Pt Tokoplas Ecommerce Indonesia,-,"Computer Science, Nuxt 3,Frontend Web Developer",https://glints.com/id/opportunities/jobs/front-end-engineer-nuxt-3/e148d0b6-a7de-4f0a-8aaa-b61317e9a419?utm_referrer=explore,e148d0b6-a7de-4f0a-8aaa-b61317e9a419,full_time,onsite,1-3,Sarjana,Frontend Development,Nuxt 3 Developer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
94,Backend Engineer (Laravel),Pt Tokoplas Ecommerce Indonesia,-,"Computer Science,Devops ,Laravel,Teamwork",https://glints.com/id/opportunities/jobs/backend-engineer-laravel/5eb6900c-f975-4348-8a97-8cbd9027187b?utm_referrer=explore,5eb6900c-f975-4348-8a97-8cbd9027187b,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
95,Server,Assessment Indonesia,"Rp4,1jt-Rp5,5jt","Programming Languages,IT Security,IT Management",https://glints.com/id/opportunities/jobs/server/41f9b0fa-8ffb-4260-9501-53fbf0eeb308?utm_referrer=explore,41f9b0fa-8ffb-4260-9501-53fbf0eeb308,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
96,Mobile Developer (Android / iOS) for Banking Industry,PT Sigma Global Teknologi,Rp10jt-Rp13jt,"Java,Pengembangan iOS,Kotlin,Pengembangan Android",https://glints.com/id/opportunities/jobs/mobile-developer-android-ios-for-banking-industry/41fc510f-a781-44d8-8d2b-e1785fae81e4?utm_referrer=explore,41fc510f-a781-44d8-8d2b-e1785fae81e4,contract,onsite,3-5,Sarjana,Mobile Development,Mobile Developer,4/3/2024,Kebayoran Lama, Jakarta Selatan, DKI Jakarta
97,Teknisi Customer Service (Semarang),PT Zyrexindo Mandiri Buana Tbk,-,"Computer Engineering,Technology,Customer Relations",https://glints.com/id/opportunities/jobs/teknisi-customer-service-semarang/7fc0eb5a-b9bd-46d5-9f9c-5b3c51352ae1?utm_referrer=explore,7fc0eb5a-b9bd-46d5-9f9c-5b3c51352ae1,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Customer Service Technician,4/3/2024,Semarang Selatan, Semarang, Jawa Tengah
98,Full Stack Engineer (FULL TIME ONSITE),IYKRA,"Rp5,1jt-Rp9jt","Python,SQL,React.js",https://glints.com/id/opportunities/jobs/full-stack-engineer-full-time-onsite/924783dd-8352-431a-b901-a8b84062f11a?utm_referrer=explore,924783dd-8352-431a-b901-a8b84062f11a,part_time,onsite,1-3,Sarjana,Full Stack Development,Full Stack Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
99,Java Developer,PT Data Bina Solusindo,-,"Back-End Web Development,Java,SQL,English Languange",https://glints.com/id/opportunities/jobs/java-developer/e8ef1ec4-7bb2-4436-8d3a-456229294574?utm_referrer=explore,e8ef1ec4-7bb2-4436-8d3a-456229294574,full_time,onsite,1-3,Sarjana,Backend Development,Java Developer,4/3/2024,Kembangan, Jakarta Barat, DKI Jakarta
100,BackEnd Engineer (Go),Evermos (PT Setiap Hari Dipakai),-,"GIT,PHP,Go / Golang",https://glints.com/id/opportunities/jobs/backend-engineer-go/c22718ec-880f-4cf4-ad40-efd0f3965487?utm_referrer=explore,c22718ec-880f-4cf4-ad40-efd0f3965487,full_time,onsite,1-3,Sarjana,Backend Development,Golang Developer,4/3/2024,Coblong, Bandung, Jawa Barat
101,Mobile Developer,PT. MENCETAK BANYAK GOL,"Rp4,9jt-Rp7jt","Swift,Kotlin,Flutter",https://glints.com/id/opportunities/jobs/mobile-developer/7951fc40-520d-4b9e-816c-cb2a4eb3727e?utm_referrer=explore,7951fc40-520d-4b9e-816c-cb2a4eb3727e,full_time,onsite,1-3,Diploma,Mobile Development,Mobile Developer,4/3/2024,Cimanggis, Depok, Jawa Barat
102,Flutter Developer - Penempatan Yogyakarta,PT Anugerah Tetap Abadi (ATA Corp),Rp3jt-Rp6jt,"Kotlin,Dart,UI Design",https://glints.com/id/opportunities/jobs/flutter-developer-penempatan-yogyakarta/65a591e0-56e9-48c2-ba56-2c6b9f2c4a1f?utm_referrer=explore,65a591e0-56e9-48c2-ba56-2c6b9f2c4a1f,full_time,onsite,1-3,SMA/SMK,Mobile Development,Flutter Developer,4/3/2024,Kapanewon Kasihan, Bantul, DI Yogyakarta
103,ITSM Network Security,Talenta Hutama Indonesia,Rp6jt-Rp15jt,"Network Security,Security Management,IT Security",https://glints.com/id/opportunities/jobs/itsm-network-security/12f5f0f2-988d-4fe1-bbef-5dded1b219e4?utm_referrer=explore,12f5f0f2-988d-4fe1-bbef-5dded1b219e4,full_time,onsite,1-3,Sarjana,Cyber Security,System Security,4/3/2024,Pesanggrahan, Jakarta Selatan, DKI Jakarta
104,Sourcing Virtual Internship,GAO Tek inc.,-,"Microsoft Word,Attention to Detail,English Languange,Multitasking,Microsoft Excel,Web Analytics",https://glints.com/id/opportunities/jobs/sourcing-virtual-internship/fed380c7-8546-4d41-9585-605bc5f7ab5b?utm_referrer=explore,fed380c7-8546-4d41-9585-605bc5f7ab5b,internship,remote,<1,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Sukajadi, Bandung, Jawa Barat
105,Data Analyst,CV GOLDEN SUNKIST PLASTINDO,-,"Microsoft Office,Microsoft Excel,Teamwork",https://glints.com/id/opportunities/jobs/data-analyst/76b0be8d-9792-433d-add5-0dd3cef9bfa9?utm_referrer=explore,76b0be8d-9792-433d-add5-0dd3cef9bfa9,full_time,onsite,1-3,Sarjana,Data,Data Analyst,4/3/2024,Menganti, Gresik, Jawa Timur
106,Python Developer,Software Seni,-,"HTML5,Django,CSS3,Python,TypeScript,REST API",https://glints.com/id/opportunities/jobs/python-developer/10ba0f5d-672d-463e-8c80-c83909de77af?utm_referrer=explore,10ba0f5d-672d-463e-8c80-c83909de77af,full_time,onsite,3-5,Diploma,Software,Python Developer,4/3/2024,Antapani, Bandung, Jawa Barat
107,ETL Developer,PT Evolusi Teknologi Indonesia (Evoteks),Rp7jt-Rp15jt,"Data Engineering,Etl Tools,Big Data Analysis,Cloudera",https://glints.com/id/opportunities/jobs/etl-developer/96115906-f3ee-4e07-af26-73eab36bf2e9?utm_referrer=explore,96115906-f3ee-4e07-af26-73eab36bf2e9,contract,onsite,1-3,Sarjana,"Network, System & Database Admin",ETL Developer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
108,Dotnet Developer,PT Pronata Data Insani,Rp4jt-Rp7jt,"ASP.NET,.NET,SQL,Model-View-Controller (MVC)",https://glints.com/id/opportunities/jobs/dotnet-developer/747b1448-eeb3-4242-975e-22e30bc50c5b?utm_referrer=explore,747b1448-eeb3-4242-975e-22e30bc50c5b,full_time,onsite,1-3,Sarjana,Software,.Net Developer,4/3/2024,Kebayoran Baru, Jakarta Selatan, DKI Jakarta
109,Technical Project Coordinator,PT. Teknologi Kode Indonesia,"Rp5,5jt-Rp6,5jt","SDLC,Project Management,Software Development,Mobile App Development,SQL,Project Coordination,System Analysis,System Integration,IT Project Management,Product Development,Software Architecture,Agile Methodologies,Information Systems",https://glints.com/id/opportunities/jobs/technical-project-coordinator/98610180-24c1-4b7f-8701-21f3d0fb10fc?utm_referrer=explore,98610180-24c1-4b7f-8701-21f3d0fb10fc,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",System Analyst,4/3/2024,Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta
110,FULL STACK PROGRAMMER,PT Completed Inovasi Teknologi,-,"UX Design,Flutter,JavaScript,Fullstack,HTML5,Vue Js,Angular Js,CSS3,React Js,MongoDB,UI Design,React Native,Programming Languages",https://glints.com/id/opportunities/jobs/full-stack-programmer/31afeb43-2c57-4a9a-a549-01ad925f6b73?utm_referrer=explore,31afeb43-2c57-4a9a-a549-01ad925f6b73,full_time,remote,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Pal Merah, Jakarta Barat, DKI Jakarta
111,IT Support for Animation Production,PT Studio Shoh Entertainment,"Rp5,5jt-Rp8,5jt","IT Management,IT Project Management,Problem Solving Skills,IT Security",https://glints.com/id/opportunities/jobs/it-support-for-animation-production/bcbcb13f-ecd9-4ef5-860d-d1cec9923cfd?utm_referrer=explore,bcbcb13f-ecd9-4ef5-860d-d1cec9923cfd,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
112,DevOps Engineer,AJARI TECHNOLOGIES,-,"Kubernetes,Google Cloud Platform,Aws & On-promises Server",https://glints.com/id/opportunities/jobs/devops-engineer/20595626-fd4b-4b85-9ada-a69f82638f59?utm_referrer=explore,20595626-fd4b-4b85-9ada-a69f82638f59,full_time,onsite,3-5,Sarjana,"Operation, Maintenance & Technical Support",Devops Engineer,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
113,Data Analyst,PT MicroAd Indonesia,-,"Microsoft Excel,Digital Marketing,Big Data Analysis",https://glints.com/id/opportunities/jobs/data-analyst/92aa4c82-ad1e-4982-8123-db81410d0fb3?utm_referrer=explore,92aa4c82-ad1e-4982-8123-db81410d0fb3,full_time,onsite,1-3,Sarjana,Data,Data Analyst,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
