,job_title,company_name,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,sub_category,role,scrapped_date,district,city,province
452,iOS (Swift) Developer,MadeIndonesia,-,"JSON,Swift,iOS Development,REST API",https://glints.com/id/opportunities/jobs/ios-swift-developer/e413ae9e-1d36-4b8f-bdba-b872f50e3f81?utm_referrer=explore,e413ae9e-1d36-4b8f-bdba-b872f50e3f81,full_time,onsite,1-3,SMA/SMK,Mobile Development,iOS Developer,4/3/2024,Kapanewon Ngaglik, Sleman, DI Yogyakarta
453,Backend Developer,PT ICP Cipta Prima,Rp4jt-Rp8jt,"PHP,Object-Oriented Programming (OOP),Laravel,Python",https://glints.com/id/opportunities/jobs/backend-developer/edebcf3b-45b4-41bd-b3ee-f04a1e1acac7?utm_referrer=explore,edebcf3b-45b4-41bd-b3ee-f04a1e1acac7,full_time,onsite,1-3,SMA/SMK,Backend Development,Backend Developer,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
454,Dokument Control,PT Aneka Dasuib Jaya (Javasuperfood),"Rp4jt-Rp4,5jt","Administration,Microsoft Office,Teamwork",https://glints.com/id/opportunities/jobs/dokument-control/a5627b23-4d82-4b04-ba52-9ae65203b190?utm_referrer=explore,a5627b23-4d82-4b04-ba52-9ae65203b190,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",Data Controller,4/3/2024,Cibodas, Tangerang, Banten
455,Frontend Developer,PT Bestari Jaya,-,"Microsoft Office,Frontend Development,Communication Skills",https://glints.com/id/opportunities/jobs/frontend-developer/8b7144a8-c60c-4ce6-9743-28e5f7f41277?utm_referrer=explore,8b7144a8-c60c-4ce6-9743-28e5f7f41277,full_time,onsite,<1,Diploma,Frontend Development,Frontend Developer,4/3/2024,Kuta, Badung, Bali
456,IT Support,PT. RAKHASA ARTHA WISESA,"Rp4,9jt-Rp15jt","IT Project Management,IT Management,IT Security",https://glints.com/id/opportunities/jobs/it-support/91a2c60e-9682-446c-80b2-99e434433b1e?utm_referrer=explore,91a2c60e-9682-446c-80b2-99e434433b1e,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Tambora, Jakarta Barat, DKI Jakarta
457,Android Developer,PT ICP Cipta Prima,"Rp5jt-Rp7,5jt","Java,Kotlin,GIT",https://glints.com/id/opportunities/jobs/android-developer/bcf27266-8a82-4efb-91b0-59a6622875e4?utm_referrer=explore,bcf27266-8a82-4efb-91b0-59a6622875e4,full_time,onsite,1-3,SMA/SMK,Mobile Development,Android Developer,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
458,IT Staff,PT Penta Artha Impressi,-,"Troubleshooting,ERP Software,System Analysis,Information Technology",https://glints.com/id/opportunities/jobs/it-staff/4ea73cd3-142d-47b5-a3f8-00e38c0a1b8d?utm_referrer=explore,4ea73cd3-142d-47b5-a3f8-00e38c0a1b8d,contract,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Kebon Jeruk, Jakarta Barat, DKI Jakarta
459,Monitoring Keamanan Informasi,PT. Fortech Indotama,-,"Network Security,Information Security,Monitoring",https://glints.com/id/opportunities/jobs/monitoring-keamanan-informasi/9a5e03fa-df0d-42c5-9759-3cabb6af084b?utm_referrer=explore,9a5e03fa-df0d-42c5-9759-3cabb6af084b,contract,onsite,5-10,Sarjana,Cyber Security,System Security,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
460,Java Backend Developer,PT Niaga Expert Teknologi,-,"Core Java,SQL,Spring Framework",https://glints.com/id/opportunities/jobs/java-backend-developer/7ea9c54a-229e-48cc-9a17-a81b5c33fb35?utm_referrer=explore,7ea9c54a-229e-48cc-9a17-a81b5c33fb35,full_time,onsite,1-3,Sarjana,Backend Development,Java Developer,4/3/2024,Menteng, Jakarta Pusat, DKI Jakarta
461,Software Quality Assurance Intern,Zettabyte Pte Ltd,-,"Software Testing,Software Engineering,Communication Skills",https://glints.com/id/opportunities/jobs/software-quality-assurance-intern/81e5b010-6083-4a1d-97ba-3ddfd80caa17?utm_referrer=explore,81e5b010-6083-4a1d-97ba-3ddfd80caa17,internship,onsite,<1,Sarjana,QA & Software Testing,Quality Assurance,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
462,Associate Business Intelligence,SwipeRx,-,"Analytical Skills,Microsoft PowerPoint,Data Engineering,SQL,Data Analytics,Data Management,Microsoft Excel",https://glints.com/id/opportunities/jobs/associate-business-intelligence/6598a3d0-d8ec-46ad-b319-5855ca62348d?utm_referrer=explore,6598a3d0-d8ec-46ad-b319-5855ca62348d,contract,onsite,<1,Sarjana,Data,Business Intelligence Analyst,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
463,SAP Functional Analyst,PT Acset Indonusa Tbk,-,"IT Service Management,IT Infrastructure Management,SAP",https://glints.com/id/opportunities/jobs/sap-functional-analyst/437f13bf-ef69-4297-8b4a-278a711333f0?utm_referrer=explore,437f13bf-ef69-4297-8b4a-278a711333f0,full_time,onsite,3-5,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
464,IT Support,Pt Bali Maya Permai Food Canning Industry,-,"Software Engineering,Communication Skills,Hardware Engineering,Teamwork",https://glints.com/id/opportunities/jobs/it-support/d5200e33-2c5c-4287-8c61-5b559ee5a4bc?utm_referrer=explore,d5200e33-2c5c-4287-8c61-5b559ee5a4bc,full_time,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Penjaringan, Jakarta Utara, DKI Jakarta
465,Stock Opname Staff (Audit Stock),CV. Benison Marvels,"Rp4jt-Rp4,5jt","Data Entry,Stock Opname,Stock Control",https://glints.com/id/opportunities/jobs/stock-opname-staff-audit-stock/c551d1b5-6786-4677-8bed-3ddd0b7d0bbd?utm_referrer=explore,c551d1b5-6786-4677-8bed-3ddd0b7d0bbd,full_time,onsite,1-3,SMA/SMK,"Network, System & Database Admin",Data Controller,4/3/2024,Tapos, Depok, Jawa Barat
466,IT Infrastructure Engineer,Jojonomic Pte Ltd,-,"MongoDB,Micro Services,Node.js,Go / Golang,Network Management,Php Lumen,MySQL",https://glints.com/id/opportunities/jobs/it-infrastructure-engineer/ffebc76e-09eb-4f37-9614-c1947646844b?utm_referrer=explore,ffebc76e-09eb-4f37-9614-c1947646844b,full_time,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Cilandak, Jakarta Selatan, DKI Jakarta
467,Data Analyst Leader,PT TIGA BERLIAN MANDIRI (TIBERMAN),-,"Statistical Data Analysis,Big Data Analysis,Data Analytics",https://glints.com/id/opportunities/jobs/data-analyst-leader/83a2d1df-b71d-44ad-9b40-47de192f69ee?utm_referrer=explore,83a2d1df-b71d-44ad-9b40-47de192f69ee,full_time,onsite,1-3,Sarjana,Data,Data Analyst,4/3/2024,Wonokromo, Surabaya, Jawa Timur
468,DevOps Engineer,PT CMS Maju Sejahtera,-,"Positive Attitude,Alibaba, Aws, Google Cloud,Linux/unix,Problem Solving Skills,Microsoft Office,Communication Skills",https://glints.com/id/opportunities/jobs/devops-engineer/d436c2ec-2bdf-4df9-81bd-fad56aa637cb?utm_referrer=explore,d436c2ec-2bdf-4df9-81bd-fad56aa637cb,full_time,onsite,3-5,Sarjana,"Operation, Maintenance & Technical Support",Devops Engineer,4/3/2024,Citeureup, Bogor, Jawa Barat
469,Staff IT,SOS COURSE AND TRAINING,-,"IT Service Management,Teamwork,IT Management",https://glints.com/id/opportunities/jobs/staff-it/2a1fe1de-f141-40f1-9d25-b4469cf948c4?utm_referrer=explore,2a1fe1de-f141-40f1-9d25-b4469cf948c4,full_time,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Wiyung, Surabaya, Jawa Timur
470,Teknisi,SSI (Service Iphone) Surabaya,-,"Teamwork,Technology,Time Management",https://glints.com/id/opportunities/jobs/teknisi/59d198d2-b777-4c7e-8b43-3dcf495d9330?utm_referrer=explore,59d198d2-b777-4c7e-8b43-3dcf495d9330,full_time,onsite,1-3,SMA/SMK,Electronic & Semiconductor,Technician,4/3/2024,Suko Manunggal, Surabaya, Jawa Timur
471,IT Bootcamp (SMA),Yayasan Unedo Berguru Kasih,Rp1jt,"CSS3,SQL,HTML5",https://glints.com/id/opportunities/jobs/it-bootcamp-sma/dc28b576-e68e-4824-8363-6bfdf57eeb97?utm_referrer=explore,dc28b576-e68e-4824-8363-6bfdf57eeb97,full_time,onsite,<1,SMA/SMK,Education,IT Bootcamp,4/3/2024,Menteng, Jakarta Pusat, DKI Jakarta
472,Odoo Developer,PT Neural Technologies Indonesia (Official),-,"PostgreSQL,GIT,Object-Oriented Programming (OOP),ERP Software,SQL,JSON,Corporate Communications,Problem Solving Skills",https://glints.com/id/opportunities/jobs/odoo-developer/e2e45cf1-0eae-4cb7-9cc4-4e6e25ef13f5?utm_referrer=explore,e2e45cf1-0eae-4cb7-9cc4-4e6e25ef13f5,contract,onsite,1-3,Diploma,Software,Odoo Developer,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
473,IT Officer,Koperasi Nusa Raya Cipta,Rp4jt-Rp5jt,"PL/SQL,Interpersonal Skills,Communication Skills,Problem Solving Skills,Java,PHP,Oracle Database",https://glints.com/id/opportunities/jobs/it-officer/13f90f6d-5d77-41c6-a091-42c084754634?utm_referrer=explore,13f90f6d-5d77-41c6-a091-42c084754634,contract,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Kelapa Gading, Jakarta Utara, DKI Jakarta
474,Teknisi,PT Mulia Mandiri Supply - Yogyakarta,-,"Teamwork,Positive Attitude,Communication Skills",https://glints.com/id/opportunities/jobs/teknisi/66210c37-49b3-4409-8232-8684fccd25c9?utm_referrer=explore,66210c37-49b3-4409-8232-8684fccd25c9,full_time,onsite,<1,Diploma,Electronic & Semiconductor,Technician,4/3/2024,Kapanewon Gamping, Sleman, DI Yogyakarta
475,IT Network Engineer,PT E-Tirta Medical Centre,-,"CCNA,Network Operations,Ospf,Dhcp",https://glints.com/id/opportunities/jobs/it-network-engineer/c54b4ac9-7d62-4347-b1a1-5d735d6bfa23?utm_referrer=explore,c54b4ac9-7d62-4347-b1a1-5d735d6bfa23,full_time,onsite,1-3,Sarjana,"Network, System & Database Admin",Network Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
476,Freelance Frontend Developer,Magnus Digital Indonesia,-,"jQuery,Google Tag Manager,Search Engine Optimization (SEO),Agile Project Management,Adobe Suite,JavaScript",https://glints.com/id/opportunities/jobs/freelance-front-end-developer/7ed6b07b-9343-43c4-a629-6794e31a4c4e?utm_referrer=explore,7ed6b07b-9343-43c4-a629-6794e31a4c4e,part_time,remote,3-5,Sarjana,Frontend Development,Frontend Developer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
477,IT Network & Support,Sahabat Jaya Solusindo,-,"Troubleshooting,Mikrotik,Ruijie Router,",https://glints.com/id/opportunities/jobs/it-network-and-support/b5bf4869-0885-4759-9efd-625734ffe9ad?utm_referrer=explore,b5bf4869-0885-4759-9efd-625734ffe9ad,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Grogol Petamburan, Jakarta Barat, DKI Jakarta
478,IT Infrastructure Specialist,PT E-Tirta Medical Centre,-,"Linux System Administration,Storage Hardware,Dhcp",https://glints.com/id/opportunities/jobs/it-infrastructure-specialist/998fb744-ae3e-45e2-843b-0acd67ba6d27?utm_referrer=explore,998fb744-ae3e-45e2-843b-0acd67ba6d27,full_time,onsite,3-5,Sarjana,"Operation, Maintenance & Technical Support",Operations & Technology Professionals,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
479,Data Engineer,Peluang Kerjaku Bandung,Rp5jt-Rp10jt,"SQL,Data Engineering,Apache,Oracle Database,Hadoop,Kafka",https://glints.com/id/opportunities/jobs/data-engineer/77c93720-a02f-4a06-9bcd-680cf3e294ba?utm_referrer=explore,77c93720-a02f-4a06-9bcd-680cf3e294ba,full_time,onsite,1-3,Diploma,Data,Data Engineer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
480,Head IT Support,Sahabat Jaya Solusindo,-,"Manufacturing Automation Or Iot Experience,Cloud Environment Management,Network Or Security ",https://glints.com/id/opportunities/jobs/head-it-support/5496bd63-e844-4389-968d-7fd3653251dd?utm_referrer=explore,5496bd63-e844-4389-968d-7fd3653251dd,full_time,onsite,5-10,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Grogol Petamburan, Jakarta Barat, DKI Jakarta
481,Technical Writer,Kellner Simora International,Rp4jt-Rp7jt,"Microsoft 365,Communication Skills,Technical Writing,Teamwork,Analytical Skills",https://glints.com/id/opportunities/jobs/technical-writer/1fb28696-e902-4129-89e5-7aeacdeba4e4?utm_referrer=explore,1fb28696-e902-4129-89e5-7aeacdeba4e4,full_time,onsite,<1,Sarjana,"Operation, Maintenance & Technical Support",Technical Document Engineer,4/3/2024,Pancoran, Jakarta Selatan, DKI Jakarta
482,Security Manager IT ( CISSP CISA CISM ),PT. ASABA DIGITAL INNOTECH,-,"Information Security,Risk Management,Cryptocurrency",https://glints.com/id/opportunities/jobs/security-manager-it-cissp-cisa-cism/14b18e88-3ef0-4b83-b855-f6b9e648dcc4?utm_referrer=explore,14b18e88-3ef0-4b83-b855-f6b9e648dcc4,full_time,onsite,3-5,Sarjana,Cyber Security,System Security,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
483,Software Engineer/Developer,Avirtech,-,"Computer Science,Software Engineering,Software Development",https://glints.com/id/opportunities/jobs/software-engineer-developer/7ab1c4a9-74be-4280-8b6c-6d3d4f42b04b?utm_referrer=explore,7ab1c4a9-74be-4280-8b6c-6d3d4f42b04b,full_time,onsite,1-3,Sarjana,Software,Software Engineer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
484,Moodle Developer,PT. Electronic Science Indonesia,"Rp5,5jt-Rp6jt","Moodle,Programming Languages,Software Development",https://glints.com/id/opportunities/jobs/moodle-developer/c8e5ae36-bd39-4787-97e9-8cebd1d19c21?utm_referrer=explore,c8e5ae36-bd39-4787-97e9-8cebd1d19c21,contract,onsite,1-3,Sarjana,Software,Web Developer,4/3/2024,Kemayoran, Jakarta Pusat, DKI Jakarta
485,Backend Developer,PT SOLUSI DAYA INDONESIA,-,"Java,Node.js,Python,MySQL",https://glints.com/id/opportunities/jobs/backend-developer/41865de7-9ccf-4f19-97ee-768eda233c63?utm_referrer=explore,41865de7-9ccf-4f19-97ee-768eda233c63,full_time,onsite,1-3,Diploma,Backend Development,Backend Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
486,Fullstack Developer,PT SOLUSI DAYA INDONESIA,Rp6jt-Rp7jt,"Laravel,Python,JavaScript,Frontend Development,React.js,Java,HTML5,PHP,English Languange,CSS3,Back-End Web Development",https://glints.com/id/opportunities/jobs/fullstack-developer/3a19950f-0ee2-43db-b43e-fdbc4cf52dd6?utm_referrer=explore,3a19950f-0ee2-43db-b43e-fdbc4cf52dd6,contract,onsite,1-3,SMA/SMK,Full Stack Development,Full Stack Developer,4/3/2024,Sukajadi, Bandung, Jawa Barat
487,Junior Spreadsheet Developer,PT Karoten Asia Pasifik,-,"Problem Solving Skills,Google Sheets,Communication Skills,Attention to Detail,JavaScript,Google App Script",https://glints.com/id/opportunities/jobs/junior-spreadsheet-developer/ccff1cca-a500-45a7-87af-89e4766a25a4?utm_referrer=explore,ccff1cca-a500-45a7-87af-89e4766a25a4,contract,onsite,<1,Diploma,Software,Programmer,4/3/2024,Pulogadung, Jakarta Timur, DKI Jakarta
488,Fullstack Developer,YouApp,Rp10jt-Rp20jt,"Backend Development,Node.js,CSS3,NestJS,Frontend Development,HTML5,Flutter,MongoDB",https://glints.com/id/opportunities/jobs/fullstack-developer/d2698e5f-1576-4569-a1be-bf93188d974c?utm_referrer=explore,d2698e5f-1576-4569-a1be-bf93188d974c,full_time,onsite,5-10,SMA/SMK,Full Stack Development,Full Stack Developer,4/3/2024,Candisari, Semarang, Jawa Tengah
489,Data Processor (Drone),Avirtech,-,"Data Engineering,Python,Client Acquisition",https://glints.com/id/opportunities/jobs/data-processor-drone/ebc67478-52c5-475d-8ac0-e2e604caceff?utm_referrer=explore,ebc67478-52c5-475d-8ac0-e2e604caceff,full_time,onsite,1-3,Sarjana,Data,Data Engineer,4/3/2024,Rumbai, Pekanbaru, Riau
490,Full Stack Developer,PT Rumah Perawatan Indonesia,-,"Adaptability,Teamwork,Critical Thinking",https://glints.com/id/opportunities/jobs/full-stack-developer/cdb29896-7020-4b65-ac3c-b0c632bf5ced?utm_referrer=explore,cdb29896-7020-4b65-ac3c-b0c632bf5ced,contract,onsite,1-3,Sarjana,Full Stack Development,Full Stack Developer,4/3/2024,Tambun Selatan, Bekasi, Jawa Barat
491,Full Stack Developer,PT. Rayterton Indonesia,-,"Web Development,SQL,Software Development,TypeScript,API Development,PL/SQL,Frontend Development,Application Development,Oracle Database",https://glints.com/id/opportunities/jobs/full-stack-developer/68894017-e576-40bb-b2b5-f9c32e5f87f2?utm_referrer=explore,68894017-e576-40bb-b2b5-f9c32e5f87f2,full_time,onsite,1-3,Diploma,Full Stack Development,Full Stack Developer,4/3/2024,Senen, Jakarta Pusat, DKI Jakarta
492,Frontend Developer,Talenavi by RECTmedia,-,"JavaScript,Nuxt.js,React.js,Vue.js,Frontend Development,Scss,HTML5,React Native,CSS3,Nextjs",https://glints.com/id/opportunities/jobs/frontend-developer/528f6cd3-6736-429d-9df0-7b38ca9e5b68?utm_referrer=explore,528f6cd3-6736-429d-9df0-7b38ca9e5b68,full_time,onsite,1-3,Sarjana,Frontend Development,Frontend Engineer,4/3/2024,Semarang Tengah, Semarang, Jawa Tengah
493,Embedded System Engineer,Avirtech,-,"PCB Design,Computer Science,3D Printing",https://glints.com/id/opportunities/jobs/embedded-system-engineer/11293ac3-91a1-4f8f-a413-764963bc1490?utm_referrer=explore,11293ac3-91a1-4f8f-a413-764963bc1490,full_time,onsite,1-3,Sarjana,Hardware Development,Embedded Engineer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
494,QA Tester Staff (Manual),Jubelio,Rp5jt-Rp6jt,"Manual Testing,REST API,Usability Testing,Software Documentation,SDLC,Postman Software,Software Testing",https://glints.com/id/opportunities/jobs/qa-tester-staff-manual/3846621a-2f1b-4fe0-8554-1f7b2166aaf7?utm_referrer=explore,3846621a-2f1b-4fe0-8554-1f7b2166aaf7,contract,onsite,1-3,Sarjana,QA & Software Testing,QA Tester,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
495,IT Business Analyst (Accounting),Jubelio,Rp8jt-Rp11jt,"Product Development,Product Management,Business Analysis,Project Management,Accounting,SQL,Agile Methodologies,Requirements Gathering",https://glints.com/id/opportunities/jobs/it-business-analyst-accounting/f3c2f959-000c-4bdf-b934-627921c7ddb1?utm_referrer=explore,f3c2f959-000c-4bdf-b934-627921c7ddb1,full_time,onsite,1-3,Sarjana,Data,Business Intelligence Analyst,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
496,Mobile Developer,Bumi Lestari Investama Group,-,"Programming Languages,Mobile App Development,Mobile UI Design",https://glints.com/id/opportunities/jobs/mobile-developer/f195e8e0-06e0-42f4-8ba4-50f3221b4d20?utm_referrer=explore,f195e8e0-06e0-42f4-8ba4-50f3221b4d20,full_time,onsite,3-5,Sarjana,Mobile Development,Mobile Developer,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
497,IT Operation / Application Helpdesk,GlobalTix Pte Ltd,-,"IT Management,Software Engineering,IT Infrastructure Management,Troubleshooting",https://glints.com/id/opportunities/jobs/it-operation-application-helpdesk/7a635529-39e7-4d43-b47e-e39b371851f2?utm_referrer=explore,7a635529-39e7-4d43-b47e-e39b371851f2,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Cisauk, Tangerang, Banten
498,Python/PHP Developer,GlobalTix Pte Ltd,-,"MySQL,Python,PHP",https://glints.com/id/opportunities/jobs/python-php-developer/0b53bb9e-9951-473f-ac23-6b48014d5e9a?utm_referrer=explore,0b53bb9e-9951-473f-ac23-6b48014d5e9a,full_time,onsite,1-3,Diploma,Software,Software Developer,4/3/2024,Cisauk, Tangerang, Banten
499,IT Project Manager,PT Inti Corpora Teknologi,-,"IT Management,IT Service Management,IT Security,Microsoft Office,Project Management,Teamwork,Communication Skills,IT Project Management,Jira",https://glints.com/id/opportunities/jobs/it-project-manager/1598b8fa-714f-45ce-bb0f-8afd3679c9f4?utm_referrer=explore,1598b8fa-714f-45ce-bb0f-8afd3679c9f4,full_time,onsite,5-10,Sarjana,Telecommunication,Communication Project Manager,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
500,Frontend Developer,PT Inti Corpora Teknologi,-,"React.js,Angular.js,HTML5,CSS3,Node.js,Software Development,Frontend Development,Web Development",https://glints.com/id/opportunities/jobs/frontend-developer/f0f7d117-b521-47ea-8185-6c1fc921c6e3?utm_referrer=explore,f0f7d117-b521-47ea-8185-6c1fc921c6e3,full_time,onsite,3-5,Sarjana,Frontend Development,Frontend Developer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
501,Software Quality Assurance,PT. Cipta Integrasi Nusantara,-,"Communication Skills,Software Testing,Positive Attitude,Software Quality Assurance,Teamwork",https://glints.com/id/opportunities/jobs/software-quality-assurance/6f92e263-7f63-4ba5-8e41-b6f7750663fe?utm_referrer=explore,6f92e263-7f63-4ba5-8e41-b6f7750663fe,full_time,onsite,1-3,Sarjana,QA & Software Testing,Quality Assurance,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
502,Senior DevOps Engineer,PT. Cipta Integrasi Nusantara,Rp5jt-Rp8jt,"Gcp/aws,Go / Golang,Kubernetes,Python,Virtual Machine,JavaScript,Linux System Administration,CI/CD,Docker,Cloud Sql",https://glints.com/id/opportunities/jobs/senior-devops-engineer/29d36c72-2f29-4f2c-b390-5df9f12b69cc?utm_referrer=explore,29d36c72-2f29-4f2c-b390-5df9f12b69cc,full_time,onsite,3-5,SMA/SMK,"Operation, Maintenance & Technical Support",Devops Engineer,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
503,Software Developer (FULLTIME),PT Nawastra Teknologi Nimpuna,-,"REST API,Python,Oracle Database,Programming Languages",https://glints.com/id/opportunities/jobs/software-developer-fulltime/dea26cd6-804b-4707-a6c6-4c024d979d6c?utm_referrer=explore,dea26cd6-804b-4707-a6c6-4c024d979d6c,full_time,onsite,1-3,Diploma,Software,Software Developer,4/3/2024,Serpong, Tangerang Selatan, Banten
504,Internship Software Developer,PT Nawastra Teknologi Nimpuna,-,"HTML5,CSS3,Programming Languages",https://glints.com/id/opportunities/jobs/internship-software-developer/a3b6fd89-cacb-46cb-9696-2bb9347818de?utm_referrer=explore,a3b6fd89-cacb-46cb-9696-2bb9347818de,internship,onsite,<1,SMA/SMK,Software,Software Developer,4/3/2024,Serpong, Tangerang Selatan, Banten
505,Teknisi Service - iBox Summarecon Bandung,PT Dinamika Agung (Cab. Bandung),-,"Customer Service,English Languange,Strong Communication Skills",https://glints.com/id/opportunities/jobs/teknisi-service-ibox-summarecon-bandung/5b8a125b-674e-49d9-b326-c9eeb43aafaa?utm_referrer=explore,5b8a125b-674e-49d9-b326-c9eeb43aafaa,full_time,onsite,1-3,SMA/SMK,"Electronic & Semiconductor",Technician,4/3/2024,Gedebage, Bandung, Jawa Barat
506,Programmer,Banana Digital Boost,-,"Information Systems,Programming Languages,Information Technology",https://glints.com/id/opportunities/jobs/programmer/1ea9fa51-8861-4191-b217-54b2a73f06dc?utm_referrer=explore,1ea9fa51-8861-4191-b217-54b2a73f06dc,full_time,onsite,1-3,Diploma,Software,Programmer,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
507,IT Support,Magran Group,-,"Sistem Jaringan,Information Systems,Communication Skills,Penanganan Virus Dan Malware",https://glints.com/id/opportunities/jobs/it-support/8cb5269f-6a8e-4ca2-a6c0-fd58cc9afd2c?utm_referrer=explore,8cb5269f-6a8e-4ca2-a6c0-fd58cc9afd2c,full_time,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
508,Web Developer,PT. Cycent Inovasi Kaizen,-,"Programming Languages,Code Igniter,Relational Databases,SQL,Laravel,React Js,Node Js",https://glints.com/id/opportunities/jobs/web-developer/c6b0def5-2934-4c35-8d62-08197f7c97f4?utm_referrer=explore,c6b0def5-2934-4c35-8d62-08197f7c97f4,contract,remote,3-5,Sarjana,Software,Web Developer,4/3/2024,Bekasi Utara, Bekasi, Jawa Barat
509,IT Senior Staff,PT Aeon Mall Indonesia,-,"CCNA,IT Infrastructure Management,Networking",https://glints.com/id/opportunities/jobs/it-senior-staff/f0bf4234-46b1-4db5-ab9c-614d08180729?utm_referrer=explore,f0bf4234-46b1-4db5-ab9c-614d08180729,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Pagedangan, Tangerang, Banten
510,Quality Assurance Engineer,PT Tricada Intronik,-,"QA Automation,Automation Testing,Katalon,Quality Assurance,Selenium WebDriver",https://glints.com/id/opportunities/jobs/quality-assurance-engineer/b8b09c9c-f6be-4387-a559-b5abd233e9cd?utm_referrer=explore,b8b09c9c-f6be-4387-a559-b5abd233e9cd,full_time,onsite,1-3,Diploma,QA & Software Testing,QA Engineer,4/3/2024,Bandung Wetan, Bandung, Jawa Barat
511,Web Game Developer,PT. Griya Mitra Digital,-,"Image Editing,Web Development,Web Design",https://glints.com/id/opportunities/jobs/web-game-developer/bd314629-5ab8-41d1-bbf3-c331f7d9e272?utm_referrer=explore,bd314629-5ab8-41d1-bbf3-c331f7d9e272,full_time,onsite,1-3,SMA/SMK,Other Computer & Information Technology,Game Developer,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
512,Programmer Desktop C#,PT Bangunperkasa Adhitamasentra,-,"LINQ,Teamwork,SQL,Programming Languages,Microsoft SQL Server",https://glints.com/id/opportunities/jobs/programmer-desktop-c/982825ae-8257-41ce-99eb-eeff541f2c6b?utm_referrer=explore,982825ae-8257-41ce-99eb-eeff541f2c6b,full_time,onsite,1-3,Diploma,Software,C# Developer,4/3/2024,Pal Merah, Jakarta Barat, DKI Jakarta
513,Backend Developer (Java Spring Boot),PT Sigma Global Teknologi,"Rp9,6jt-Rp12jt","MySQL,PHP,Software Development,GIT,Spring Framework,Java,API Development",https://glints.com/id/opportunities/jobs/backend-developer-java-spring-boot/b353c44c-e600-44ae-826d-e01f7011a7f5?utm_referrer=explore,b353c44c-e600-44ae-826d-e01f7011a7f5,contract,onsite,1-3,Diploma,Backend Development,Java Developer,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
514,Backend Developer,Panorama Jtb Tours Indonesia,-,"SQL,REST API,Developer,Nodejs,Object-Oriented Programming (OOP),Back-End Web Development,PHP",https://glints.com/id/opportunities/jobs/backend-developer/93aacd99-1923-45f2-bcaf-6683ef982105?utm_referrer=explore,93aacd99-1923-45f2-bcaf-6683ef982105,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Kapanewon Sleman, Sleman, DI Yogyakarta
