Role,Company Name,Location,Posted Date,Extracted Date,Key Skill,Experience,Job Description,More Detail
Senior Manager Analytics,Sigmoid,Bengaluru / Bangalore,few days ago,2024-02-19,"data analytics   ,   data visualization   ,   business intelligence   ,   problem solving   ,   project management   ,  san  ,  advanced analytics  ,  bi  ,  dashboards  ,  tableau  ,  data science  ,  client interaction  ,  sql database",8 - 12 yrs,"Sigmoid Analytics is a leading Data solutions company backed by Sequoia Capital. We oer best in- end-to-end data value chain spanning across Data Science ,  Data Engineering a...",https://www.timesjobs.com/job-detail/senior-manager-analytics-sigmoid-bengaluru-bangalore-8-to-12-yrs-jobid-7JjlHusgqzNzpSvf__PLUS__uAgZw==&source=srp
Senior Analyst-Data Security Incident,bekaert india technical center,"Bengaluru / Bangalore,  Pune",6 days ago,2024-02-19,"data security  ,   incident management  ,   dlp tools  ,   cybersecurity principles  ,   communication skills   ,  information technology  ,  information security  ,  data loss prevention",3 - 4 yrs,"Senior Analyst-Data Security IncidentApply now  Apply now Apply NowStart applying with LinkedInDate: Feb 12 ,  2024Location: Pune ,  INCompany: Bekaert NVBe part of something ...",https://www.timesjobs.com/job-detail/senior-analyst-data-security-incident-bekaert-india-technical-center-bengaluru-bangalore-pune-3-to-4-yrs-jobid-TUHEkzgQqJdzpSvf__PLUS__uAgZw==&source=srp
Research - Senior Manager and Principal Analyst,Information Services Group,Bengaluru / Bangalore,few days ago,2024-02-19,"research  ,   vendor comparison  ,   market trends  ,   quantitative research  ,   financial analysis   ,  advanced excel  ,  lead analyst  ,  data analysis  ,  author  ,  infrastructure",8 - 14 yrs,"Research - Senior Manager and Principal Analyst Research-Provider Lens Bangalore ,  IndiaApplyDescriptionWanted: dynamic and creative individuals ready to connect with a like-...",https://www.timesjobs.com/job-detail/research-senior-manager-and-principal-analyst-information-services-group-bengaluru-bangalore-8-to-14-yrs-jobid-RmaWlFVGlYdzpSvf__PLUS__uAgZw==&source=srp
Research - Senior Manager and Principal Analyst,Information Services Group,Bengaluru / Bangalore,few days ago,2024-02-19,"research  ,   vendor comparison  ,   market trends  ,   quantitative research  ,   financial analysis   ,  advanced excel  ,  lead analyst  ,  data analysis  ,  author  ,  infrastructure",8 - 14 yrs,"Research - Senior Manager and Principal Analyst Research-Provider Lens Bangalore ,  IndiaApplyDescriptionWanted: dynamic and creative individuals ready to connect with a like-...",https://www.timesjobs.com/job-detail/research-senior-manager-and-principal-analyst-information-services-group-bengaluru-bangalore-8-to-14-yrs-jobid-DA__PLUS__PwPDhSjxzpSvf__PLUS__uAgZw==&source=srp
"Specialist ,  Business Analytics",Colgate-Palmolive  ( India ),Mumbai,few days ago,2024-02-19,"data analysis   ,   business analytics   ,   data transformation   ,   data visualization   ,   communication skills   ,  information technology  ,  ajax  ,  sql  ,  spring  ,  database  ,  python  ,  business environment  ,  written communication  ,  soap",1 - 9 yrs,Site upgrade in progress. You will not be able to apply at this time. Please be patient and check back with us later.established in 1806 as a small soap and candle business in...,https://www.timesjobs.com/job-detail/specialist-business-analytics-colgate-palmolive-india-mumbai-1-to-9-yrs-jobid-BiGzRid202BzpSvf__PLUS__uAgZw==&source=srp
Data Visualization Engineer,IDP EDUCATION INDIA PVT LTD,Chennai,6 days ago,2024-02-19,"data visualization   ,   power bi   ,   tableau   ,   sql   ,   python   ,  security  ,  devops  ,  software engineering  ,  cloud computing  ,  language proficiency  ,  javascript  ,  infrastructure",4 - 7 yrs,"Data Visualization Engineer Digital Campus - Data Engineering | Chennai ,  India | Full TimeJob DescriptionBeing the global leader in international education services ,  for m...",https://www.timesjobs.com/job-detail/data-visualization-engineer-idp-education-india-pvt-ltd-chennai-4-to-7-yrs-jobid-N47JYuREPfZzpSvf__PLUS__uAgZw==&source=srp
Software Development Senior Specialist,NTT Data Vertex Software Inc.,Bengaluru / Bangalore,6 days ago,2024-02-19,"python  ,   mainframe  ,   aws  ,   data management  ,   cloud security   ,  information technology  ,  linux administration  ,  devops  ,  technology consulting  ,  cli  ,  iam  ,  windows  ,  written communication",3 - 5 yrs,"Software Development Senior SpecialistDate: Feb 9 ,  2024Location: Bangalore ,  KA ,  INCompany: NTT DATA ServicesReq ID: 269090NTT DATA Services strives to hire exceptional ,...",https://www.timesjobs.com/job-detail/software-development-senior-specialist-ntt-data-vertex-software-inc-bengaluru-bangalore-3-to-5-yrs-jobid-PHjBkmLLC__SLASH__VzpSvf__PLUS__uAgZw==&source=srp
SLS Analyst,insight technology,Gurgaon,6 days ago,2024-02-19,"data analysis   ,   project management   ,   communication skills   ,   it and licensing awareness   ,   relationship management   ,  project manager  ,  consulting services  ,  it tools  ,  escalation management  ,  service delivery management  ,  service design",1 - 5 yrs,"SLS AnalystGurugram Gurgaon HR ,  INRequisition Number: 95998Job Title: SLS AnalystReports To  ( Direct ) : SLS ManagerJob Family: ServicesReports To  ( Matrix )  if applicabl...",https://www.timesjobs.com/job-detail/sls-analyst-insight-technology-gurgaon-1-to-5-yrs-jobid-pQveZyWzIDlzpSvf__PLUS__uAgZw==&source=srp
"Account Specialist , Brand Strategist , Marketing Specialist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/account-specialist-brand-strategist-marketing-specialist-agriculture-company-6-to-11-yrs-jobid-P8ej9zxSpjtzpSvf__PLUS__uAgZw==&source=srp
Data Integration  ( QAD ) :: Architect /  Principal Engineer,zf india pvt ltd,Chennai,few days ago,2024-02-19,"data integration  ,   azure services  ,   etl processes  ,   python  ,   sql   ,  data quality  ,  business objects  ,  data warehousing  ,  storage  ,  unix scripting  ,  data extraction  ,  database  ,  data modeling  ,  forms",10 - 14 yrs,"Apply now  Apply now Apply NowStart applying with LinkedInStartPlease wait...What's Next? Join ZF! ZF is a global technology company supplying systems for passenger cars ,  co...",https://www.timesjobs.com/job-detail/data-integration-qad-architect-principal-engineer-zf-india-pvt-ltd-chennai-10-to-14-yrs-jobid-D4LQOcOCo6dzpSvf__PLUS__uAgZw==&source=srp
"Associate ,  Invest India: 1 year ,  New Delhi",invest india,"Delhi,  Delhi/NCR",few days ago,2024-02-19,"geospatial data management   ,   gis technology integration   ,   spatial analysis and mapping   ,   data analysis   ,   data validation and quality assurance   ,  arcgis  ,  remote sensing",0 - 3 yrs,Share Facebook X LinkedIn 0 PERCENT About the Department Invest India is the National Investment Promotion and Facilitation Agency under the Department of Promotion for Promot...,https://www.timesjobs.com/job-detail/associate-invest-india-1-year-new-delhi-invest-india-delhi-delhi-ncr-0-to-3-yrs-jobid-2EM8p3NnimdzpSvf__PLUS__uAgZw==&source=srp
Finance Analyst  ( Contractual ),HyreFox Consultants,Visakhapatnam,few days ago,2024-02-19,"data processing  ,   sql  ,   excel  ,   data visualization  ,   problem solving.   ,  reports  ,  costing  ,  accounting  ,  advanced excel  ,  strong analytical skills  ,  payment processing  ,  income tax  ,  finance",2 - 5 yrs,Job DescriptionJob Title: Finance Data Analyst  ( Contractor ) Department: Chegg Learn FinanceJob Description:Our company is seeking a detail-oriented and analytical individua...,https://www.timesjobs.com/job-detail/finance-analyst-contractual-hyrefox-consultants-visakhapatnam-2-to-5-yrs-jobid-40GMhieFozRzpSvf__PLUS__uAgZw==&source=srp
Senior Analyst -IT,TE Connectivity Ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"agile environment  ,   project management  ,   application development  ,   data  &  analytics solutions  ,   jira  ,   confluence  ,   microsoft excel  ,   microsoft powerpoint  ,   validation  ,   customer focused  ,   teamwork  ,   innovation.   ,  information technology  ,  hosting  ,  bi  ,  it project manager  ,  engagement manager  ,  project delivery",3 - 6 yrs,"Senior Analyst -ITAt TE ,  you will unleash your potential working with people from diverse backgrounds and industries to create a safer ,  sustainable and more connected worl...",https://www.timesjobs.com/job-detail/senior-analyst-it-te-connectivity-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-CI39k6__SLASH__HQulzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-s1RUVnQOBPhzpSvf__PLUS__uAgZw==&source=srp
Sr. Analyst / Specialist Finance Analytics,Colgate-Palmolive  ( India ),Mumbai,few days ago,2024-02-19,"analytic thinking   ,   root cause analysis   ,   data storytelling   ,   data driven decision making   ,   visualization tools   ,  information technology  ,  ajax  ,  sql  ,  spring  ,  database  ,  python  ,  business environment  ,  soap",1 - 5 yrs,Site upgrade in progress. You will not be able to apply at this time. Please be patient and check back with us later.established in 1806 as a small soap and candle business in...,https://www.timesjobs.com/job-detail/sr-analyst-specialist-finance-analytics-colgate-palmolive-india-mumbai-1-to-5-yrs-jobid-1OxSOTl__PLUS__l2RzpSvf__PLUS__uAgZw==&source=srp
Bazaarvoice - Staff Data Scientist,Bazaarvoice,Bengaluru / Bangalore,few days ago,2024-02-19,"machine learning  ,   natural language processing  ,   statistical analysis  ,   data science  ,   python  /  scala   ,  algorithms  ,  data mining  ,  hosting  ,  sql",5 - 9 yrs,"Staff Data Scientist BengaluruEngineering  Engineering - General  / Full-time /  HybridAbout BazaarvoiceAt Bazaarvoice ,  we create smart shopping experiences. Through our exp...",https://www.timesjobs.com/job-detail/bazaarvoice-staff-data-scientist-bazaarvoice-bengaluru-bangalore-5-to-9-yrs-jobid-eWc0qkRXYaVzpSvf__PLUS__uAgZw==&source=srp
Product Owner -Architect Data Engineering,zf india pvt ltd,Chennai,few days ago,2024-02-19,"data engineering   ,   microsoft azure   ,   project management   ,   communication   ,   agile methodologies   ,  sql  ,  database  ,  cloud services  ,  sql database",12 - 15 yrs,"Apply now  Apply now Apply NowStart applying with LinkedInStartPlease wait...What's Next? Join ZF! ZF is a global technology company supplying systems for passenger cars ,  co...",https://www.timesjobs.com/job-detail/product-owner-architect-data-engineering-zf-india-pvt-ltd-chennai-12-to-15-yrs-jobid-442dfNH6RNBzpSvf__PLUS__uAgZw==&source=srp
Bazaarvoice - Snowflake  &  DBT Lead,Bazaarvoice,Bengaluru / Bangalore,few days ago,2024-02-19,"snowflake  ,   dbt  ,   sql  ,   cloud platforms   (  aws  ,   azure  ,   gcp  )    ,   data integration   ,  information technology  ,  data warehousing  ,  storage  ,  database  ,  etl tool  ,  data transformation  ,  data services  ,  data quality  ,  informatica",2 - 10 yrs,"Snowflake  &  DBT Lead BengaluruGeneral and Administrative  Information Technology  / Full-time /  HybridAbout BazaarvoiceAt Bazaarvoice ,  we create smart shopping experience...",https://www.timesjobs.com/job-detail/bazaarvoice-snowflake-dbt-lead-bazaarvoice-bengaluru-bangalore-2-to-10-yrs-jobid-__SLASH__hx6l2OHu4RzpSvf__PLUS__uAgZw==&source=srp
Sr. Analyst - Global Data Management,Colgate-Palmolive  ( India ),Mumbai,few days ago,2024-02-19,"data analysis   ,   communication skills   ,   project management skills   ,   sap and mdm knowledge   ,   strategy  /  vision   ,  ajax  ,  spring  ,  soap  ,  database  ,  technical skills",2 - 5 yrs,Site upgrade in progress. You will not be able to apply at this time. Please be patient and check back with us later.established in 1806 as a small soap and candle business in...,https://www.timesjobs.com/job-detail/sr-analyst-global-data-management-colgate-palmolive-india-mumbai-2-to-5-yrs-jobid-jqtn1n1k6cJzpSvf__PLUS__uAgZw==&source=srp
Downstream Data Scientist,Armaco Chemical Processes Systems Pvt Ltd,Singapore,few days ago,2024-02-19,"algorithms  ,  c    ,  linear programming  ,  artificial intelligence  ,  database  ,  java  ,  python  ,  infrastructure",5 - 7 yrs,Title: Downstream Data ScientistJob Req ID: 5504Description: Aramco energizes the world economy.aramco occupies a unique position in the global energy industry. We are the wor...,https://www.timesjobs.com/job-detail/downstream-data-scientist-armaco-chemical-processes-systems-pvt-ltd-singapore-5-to-7-yrs-jobid-6L2rXSsyr2pzpSvf__PLUS__uAgZw==&source=srp
Assistant Manager - Hybrid Connectivity Services,Tata Communications Ltd,Mumbai,few days ago,2024-02-19,"requirement gathering  ,   program management  ,   project planning  ,   customer life cycle management  ,   process governance   ,  assistant manager  ,  sales  ,  presentation  ,  sales related  ,  business strategy  ,  market  ,  marketing manager  ,  sales support  ,  b2b  ,  profit  ,  industry knowledge  ,  presentation skills  ,  product launch  ,  promotions",7 - 12 yrs,"Assistant Manager - Hybrid Connectivity ServicesDate: 23 Nov 2023Location: Mumbai ,  IndiaCompany: Tata CommunicationsJob Family DescriptorRequirement gathering from Stakehold...",https://www.timesjobs.com/job-detail/assistant-manager-hybrid-connectivity-services-tata-communications-ltd-mumbai-7-to-12-yrs-jobid-GKgG1IuR8p9zpSvf__PLUS__uAgZw==&source=srp
"Marketing Assistant , Product Manager , Account specialist","Rohit Singh
     (More Jobs)",(More Jobs),a month ago,2024-02-19,"Direct Marketing Analyst  ,  usiness Development Manager  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/marketing-assistant-product-manager-account-specialist-agriculture-company-nanded-nasik-navi-mumbai-sangli-satara-6-to-11-yrs-jobid-n4ubBG9QtH5zpSvf__PLUS__uAgZw==&source=srp
Senior Fullstack Developer - Vehere,Vehere,"Bengaluru / Bangalore,  Kolkata",few days ago,2024-02-19,"fullstack development  ,   front end languages  ,   javascript frameworks  ,   oop concepts  ,   databases   ,  css  ,  jquery  ,  apache  ,  json  ,  html  ,  mysql  ,  mongodb  ,  team player  ,  nosql  ,  node.js  ,  web technologies  ,  angularjs",7 - 10 yrs,"Senior Fullstack Developer Designation: Senior Fullstack DeveloperExperience: 7  YearsLocation: Bengaluru ,  Kolkata ,  IndiaJob ID: VIPL / TA / 059Job Summary: Vehere is look...",https://www.timesjobs.com/job-detail/senior-fullstack-developer-vehere-vehere-bengaluru-bangalore-kolkata-7-to-10-yrs-jobid-__PLUS__LEIBllYpORzpSvf__PLUS__uAgZw==&source=srp
Data Engineer,ARSR Technologies,Bengaluru / Bangalore,few days ago,2024-02-19,"python  ,  c    ,  sql  ,  nosql  ,  database  ,  java  ,  data structures",2 - 7 yrs,The Role: We are looking for a savvy Data Engineer to join our growing team of experts. You will be responsible for expanding and optimizing our data and data pipeline archite...,https://www.timesjobs.com/job-detail/data-engineer-arsr-technologies-bengaluru-bangalore-2-to-7-yrs-jobid-53wlUihi__SLASH__fZzpSvf__PLUS__uAgZw==&source=srp
Nielsen - MANAGER - PROJECT MANAGER,Nielsen Research Ltd. Co.,Bengaluru / Bangalore,few days ago,2024-02-19,"project management   ,   risk management   ,   communication skills   ,   leadership   ,   analytical thinking   ,  program management  ,  project manager  ,  project plan  ,  project delivery",4 - 5 yrs,"MANAGER - PROJECT MANAGER Bangalore ,  IndiaOperations  Operations  / Full Time /  HybridAt Nielsen ,  we believe that career growth is a partnership. You ultimately own ,  fu...",https://www.timesjobs.com/job-detail/nielsen-manager-project-manager-nielsen-research-ltd-co-bengaluru-bangalore-4-to-5-yrs-jobid-1zJh41UrCxRzpSvf__PLUS__uAgZw==&source=srp
"Advertising Manager , Assistant Director , Brand Manager","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/advertising-manager-assistant-director-brand-manager-agriculture-company-rudrapur-asansol-burdwan-durgapur-haldia-6-to-11-yrs-jobid-1wwAeMAZu3RzpSvf__PLUS__uAgZw==&source=srp
Finance Business Analyst,origin hr,Pune,few days ago,2024-02-19,"Finance business processes   ,   Financial reporting   ,   Forecasting   ,   SQL   ,   Python    ,  forecasting  ,  accounting  ,  financial reporting  ,  finance",5 - 8 yrs,Finance Business AnalystFull timePunePosted 15 hours agoPosition  Finance Business AnalystExperience: 5  yearsJob Location: PuneSkills Required:Strong understanding of finance...,https://www.timesjobs.com/job-detail/finance-business-analyst-origin-hr-pune-5-to-8-yrs-jobid-yszkJtt8UxdzpSvf__PLUS__uAgZw==&source=srp
"Iron Mountain Jobs - Data Scientist in Bangalore ,  India",iron mountain india pvt ltd,Bengaluru / Bangalore,few days ago,2024-02-19,"machine learning   ,   mathematical skills   ,   problem solving   ,   coding   ,   data visualization   ,  data mining  ,  storage  ,  sql  ,  database  ,  big data  ,  python  ,  cloud services  ,  information management  ,  forms",5 - 9 yrs,"At Iron Mountain we protect what our customers value most ,  from the everyday to the extraordinary. We build customer value around the world with a passion for preserving the...",https://www.timesjobs.com/job-detail/iron-mountain-jobs-data-scientist-in-bangalore-india-iron-mountain-india-pvt-ltd-bengaluru-bangalore-5-to-9-yrs-jobid-RhIx6lJ__SLASH__o5RzpSvf__PLUS__uAgZw==&source=srp
Lead ML Engineer,IDP EDUCATION INDIA PVT LTD,Chennai,few days ago,2024-02-19,"algorithms  ,  software engineering  ,  data structures  ,  python  ,  machine learning  ,  infrastructure",10 - 13 yrs,"Job DescriptionJob DescriptionAn ASX100 business part that is owned by Australian universities ,  IDP is a pioneer in international education services. Our core business lines...",https://www.timesjobs.com/job-detail/lead-ml-engineer-idp-education-india-pvt-ltd-chennai-10-to-13-yrs-jobid-MtHlw0__PLUS__V2FFzpSvf__PLUS__uAgZw==&source=srp
"Account Specialist , Brand Strategist , Marketing Specialist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/account-specialist-brand-strategist-marketing-specialist-agriculture-company-6-to-11-yrs-jobid-xOsvGN7RB8lzpSvf__PLUS__uAgZw==&source=srp
Senior Associate L1 - Technical Trainer,PUBLICIS GROUPE,Bengaluru / Bangalore,few days ago,2024-02-19,"mom  ,  windows os  ,  servicenow  ,  fundamentals  ,  computer skills  ,  linux  ,  technical skills",2 - 3 yrs,Job DescriptionSkills  ( must have ) Proven experience in designing  &  providing multiple training events in a corporate settingProven ability to master the full training cyc...,https://www.timesjobs.com/job-detail/senior-associate-l1-technical-trainer-publicis-groupe-bengaluru-bangalore-2-to-3-yrs-jobid-PnqRsX9eqXVzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-fplz8ilDyghzpSvf__PLUS__uAgZw==&source=srp
Analyst-Service Now,ANZ GRINDLAYS BANK,Bengaluru / Bangalore,few days ago,2024-02-19,"analyst   ,   service now   ,   it asset management   ,   configuration management   ,   process analysis   ,  learning  ,  job posting  ,  communication  ,  presentation skills  ,  decision making",10 - 13 yrs,Analyst-Service NowAnalyst-Service NowReq ID: 58422Department: Tech COO Domains Enterprise Service ManagementDivision: TechnologyLocation: BengaluruAbout the roleThe focus wil...,https://www.timesjobs.com/job-detail/analyst-service-now-anz-grindlays-bank-bengaluru-bangalore-10-to-13-yrs-jobid-pSUwYku6c1VzpSvf__PLUS__uAgZw==&source=srp
"Marketing Assistant , Product Manager , Account specialist","Rohit Singh
     (More Jobs)",(More Jobs),a month ago,2024-02-19,"Direct Marketing Analyst  ,  usiness Development Manager  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/marketing-assistant-product-manager-account-specialist-agriculture-company-kolhapur-latur-lonavala-mahabaleshwar-nagpur-6-to-11-yrs-jobid-F53sRHLrCHhzpSvf__PLUS__uAgZw==&source=srp
"Advertising Manager , Assistant Director , Brand Manager","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/advertising-manager-assistant-director-brand-manager-agriculture-company-dehradun-haldwani-haridwar-nainital-roorkee-6-to-11-yrs-jobid-nbDBxFJk6thzpSvf__PLUS__uAgZw==&source=srp
BI Project Manager,aci infotech,Hyderabad/Secunderabad,few days ago,2024-02-19,"project management  ,   business intelligence  ,   data analysis  ,   stakeholder communication  ,   technical expertise   ,  bi  ,  data warehousing  ,  pmp  ,  data modeling  ,  etl  ,  qlikview  ,  data integration",3 - 8 yrs,BI Project Manager Remote / HybridJob Description BI Project Manager - Remote / Hybrid - HyderabadResponsible for overseeing and managing the implementation of business intell...,https://www.timesjobs.com/job-detail/bi-project-manager-aci-infotech-hyderabad-secunderabad-3-to-8-yrs-jobid-5sQ8Yu67ERpzpSvf__PLUS__uAgZw==&source=srp
"Account Specialist , Brand Strategist , Marketing Specialist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/account-specialist-brand-strategist-marketing-specialist-agriculture-company-6-to-11-yrs-jobid-FuLT3goWaMhzpSvf__PLUS__uAgZw==&source=srp
"Senior Sales Representative , Client Advisor , Account specialist","Rohit Singh
     (More Jobs)",(More Jobs),a month ago,2024-02-19,"Marketing Specialist  ,  Product Manager  ,  Marketing Analyst  ,  Advertising Coordinator  ,  Direct Marketing   Intern  ,  Direct Marketing Analyst  ,  usiness Development Manager",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/senior-sales-representative-client-advisor-account-specialist-agriculture-company-fatehabad-gurgaon-hissar-jhajjar-jind-6-to-11-yrs-jobid-cR6gXOFT__PLUS__GRzpSvf__PLUS__uAgZw==&source=srp
"Business Reporter , Account Specialist , Brand Strategist","Rohit Singh
     (More Jobs)",(More Jobs),few days ago,2024-02-19,"Direct Marketing Analyst  ,  Marketing Research Lead  ,  Marketing Director  ,  Sales Engineer  ,  Business Development Representative  ,  Brand Manager  ,  Direct Marketing Intern",6 - 11 yrs,"JOB OPPORTUNITY!Candidates applying must have a valid international passport.JOBS AVAILABLE:Marketing Coordinator ,  Marketing Assistant ,  Marketing Promotions Specialist ,  ...",https://www.timesjobs.com/job-detail/business-reporter-account-specialist-brand-strategist-agriculture-company-6-to-11-yrs-jobid-1Na__PLUS__WpvTtrZzpSvf__PLUS__uAgZw==&source=srp
"Lead Analyst ,  Carrier Billing Services",COLT TECHNOLOGY SERVICES INDIA PVT LTD,Bengaluru / Bangalore,few days ago,2024-02-19,"telecom billing   ,   interconnect billing   ,   data analysis   ,   sql   ,   microsoft excel   ,  reports  ,  invoice reconciliation  ,  reporting  ,  cash management  ,  vouchers  ,  invoicing  ,  finance  ,  pricing",3 - 6 yrs,"Lead Analyst ,  Carrier Billing ServicesJob id: 34171Job location: Gurugram ,  IN Bangalore ,  INColt provides network ,  voice and data centre services to thousands of busine...",https://www.timesjobs.com/job-detail/lead-analyst-carrier-billing-services-colt-technology-services-india-pvt-ltd-bengaluru-bangalore-3-to-6-yrs-jobid-__SLASH__vNLpu0z4zhzpSvf__PLUS__uAgZw==&source=srp
Entrepreneur in Residence,College dunia web pvt ltd,Gurgaon,few days ago,2024-02-19,"bd  ,  management skills  ,  build  ,  business development  ,  entrepreneur",2 - 7 yrs,"ABOUT YOUR NEW COMPANY!!Collegedunia is an education portal ,  matching students with the best colleges in India abroad. We help in college research ,  exam prep tips ,  appli...",https://www.timesjobs.com/job-detail/entrepreneur-in-residence-college-dunia-web-pvt-ltd-gurgaon-2-to-7-yrs-jobid-TaS1TXHwy15zpSvf__PLUS__uAgZw==&source=srp
Product Marketing Manager,Informatica,Bengaluru / Bangalore,few days ago,2024-02-19,"enterprise software   ,   data management   ,   ipaas   ,   cloud technologies   ,   product positioning   ,  press  ,  director  ,  messaging  ,  entry level",2 - 5 yrs,"Job Number36569Primary Location: Bangalore ,  Karnataka INExperience Level: Entry LevelTravel Requirement: Up to 25 PERCENT Build Your Career at Informatica We're looking for ...",https://www.timesjobs.com/job-detail/product-marketing-manager-informatica-bengaluru-bangalore-2-to-5-yrs-jobid-asTWIP7GW21zpSvf__PLUS__uAgZw==&source=srp
Product Marketing Manager,Informatica,Bengaluru / Bangalore,few days ago,2024-02-19,"enterprise software   ,   data management  /  integration software   ,   ipaas   ,   cloud technologies   ,   product marketing   ,  press  ,  director  ,  messaging",4 - 7 yrs,"Job Number36571Primary Location: Bangalore ,  Karnataka INExperience Level: Mid-Senior LevelTravel Requirement: Up to 25 PERCENT Build Your Career at Informatica We're looking...",https://www.timesjobs.com/job-detail/product-marketing-manager-informatica-bengaluru-bangalore-4-to-7-yrs-jobid-yEW7vo6RCGFzpSvf__PLUS__uAgZw==&source=srp
Product Marketing Manager,Informatica,Bengaluru / Bangalore,few days ago,2024-02-19,"enterprise software   ,   data management   ,   ipaas   ,   cloud technologies   ,   product positioning   ,  press  ,  director  ,  messaging  ,  entry level",2 - 5 yrs,"Job Number36569Primary Location: Bangalore ,  Karnataka INExperience Level: Entry LevelTravel Requirement: Up to 25 PERCENT Build Your Career at Informatica We're looking for ...",https://www.timesjobs.com/job-detail/product-marketing-manager-informatica-bengaluru-bangalore-2-to-5-yrs-jobid-ppNiEi9HnYlzpSvf__PLUS__uAgZw==&source=srp
